date,odds,matchStatsUrl,opponent,tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
May 13 2013,$1.495,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=7&p=MC65,Michael Llodra,Bordeaux,Gael Monfils,Michael Llodra,Gael Monfils,F,97,6,76,73,70,26,70,50,,,,,,,72,31,4,70,73,59,26,,0,,,,,,,68,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=7&p=MC65
May 13 2013,$1.435,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=6&p=MC65,David Goffin,Bordeaux,Gael Monfils,David Goffin,Gael Monfils,S,132,9,62,67,46,45,46,58,,,,,,,59,47,3,70,55,45,32,,30,,,,,,,52,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=6&p=MC65
May 13 2013,$1.300,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=5&p=MC65,Martin Alund,Bordeaux,Gael Monfils,Martin Alund,Gael Monfils,Q,83,5,62,85,85,41,85,20,,,,,,,85,40,3,64,58,62,14,,0,,,,,,,59,14,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=5&p=MC65
May 13 2013,$1.439,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=4&p=MC65,Edouard Roger-Vasselin,Bordeaux,Gael Monfils,Edouard Roger-Vasselin,Gael Monfils,R16,91,9,63,72,41,33,41,62,,,,,,,60,34,4,85,66,60,28,,42,,,,,,,65,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=4&p=MC65
May 13 2013,$1.209,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=3&p=MC65,Josselin Ouanna,Bordeaux,Gael Monfils,Josselin Ouanna,Gael Monfils,R32,76,11,58,96,59,32,59,25,,,,,,,81,44,5,66,68,32,3,,0,,,,,,,56,18,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3824&y=2013&r=3&p=MC65
May 6 2013,$1.550,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=2013&r=4&p=BC72,Daniel Brands,Munich,Gael Monfils,Daniel Brands,Daniel Brands,R16,70,5,65,68,45,28,45,25,,,,,,,60,27,6,69,71,75,31,,50,,,,,,,72,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=2013&r=4&p=BC72
May 6 2013,$1.835,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=2013&r=3&p=MC65,Jurgen Melzer,Munich,Gael Monfils,Jurgen Melzer,Gael Monfils,R32,58,15,71,86,60,36,60,75,,,,,,,78,41,1,68,63,46,13,,0,,,,,,,58,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=2013&r=3&p=MC65
May 6 2013,$1.564,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=773&y=2013&r=4&p=BC72,Daniel Brands,Bucharest,Gael Monfils,Daniel Brands,Daniel Brands,R16,59,1,78,64,20,31,20,12,,,,,,,55,33,5,66,68,61,35,,66,,,,,,,66,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=773&y=2013&r=4&p=BC72
Apr 22 2013,$1.411,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=773&y=2013&r=3&p=MC65,Filippo Volandri,Bucharest,Gael Monfils,Filippo Volandri,Gael Monfils,R32,66,4,67,69,50,48,50,62,,,,,,,63,50,0,60,51,46,30,,50,,,,,,,49,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=773&y=2013&r=3&p=MC65
Apr 22 2013,$1.535,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=2&p=M824,Albert Montanes,ATP World Tour Masters 1000 Monte Carlo,Gael Monfils,Albert Montanes,Albert Montanes,R64,108,9,61,70,44,30,44,50,,,,,,,60,38,2,60,69,50,29,,33,,,,,,,61,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=2&p=M824
Apr 15 2013,$4.940,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=717&y=2013&r=4&p=A479,Nicolas Almagro,Houston,Gael Monfils,Nicolas Almagro,Nicolas Almagro,R16,86,3,65,60,42,25,42,28,,,,,,,54,32,3,43,74,62,40,,57,,,,,,,67,45,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=717&y=2013&r=4&p=A479
Apr 8 2013,$1.529,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=717&y=2013&r=3&p=MC65,James Blake,Houston,Gael Monfils,James Blake,Gael Monfils,R32,107,15,55,78,54,35,54,20,,,,,,,67,42,3,47,64,50,21,,33,,,,,,,57,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=717&y=2013&r=3&p=MC65
Apr 8 2013,$1.286,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=3&p=G710,Marcel Granollers,Marseille,Gael Monfils,Marcel Granollers,Marcel Granollers,R32,72,6,70,77,40,25,40,0,,,,,,,66,28,2,62,75,66,22,,66,,,,,,,71,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=3&p=G710
Feb 18 2013,$4.446,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=3&p=D683,Juan Martin del Potro,Rotterdam,Gael Monfils,Juan Martin Del Potro,Juan Martin Del Potro,R32,72,5,61,76,42,20,42,0,,,,,,,63,24,1,68,79,66,23,,40,,,,,,,75,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=3&p=D683
Feb 11 2013,$2.472,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2013&r=4&p=G628,Richard Gasquet,Montpellier,Gael Monfils,Richard Gasquet,Richard Gasquet,R16,106,6,63,70,35,29,35,30,,,,,,,58,36,5,51,70,56,29,,36,,,,,,,63,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2013&r=4&p=G628
Feb 4 2013,$1.208,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2013&r=3&p=MC65,Ruben Bemelmans,Montpellier,Gael Monfils,Ruben Bemelmans,Gael Monfils,R32,88,10,67,76,56,29,56,28,,,,,,,70,40,3,64,70,39,23,,0,,,,,,,59,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2013&r=3&p=MC65
Feb 4 2013,$2.624,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954311,Gilles Simon,Australian Open Slam,Gael Monfils,Gilles Simon,Gilles Simon,Round of 32,283,9,66,67,43,44,43,36,49,94,,,170,152,59,45,0,69,56,54,33,57,32,45,84,,,145,128,55,41,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954311
Jan 14 2013,$1.336,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954222,Yen-Hsun Lu,Australian Open Slam,Gael Monfils,Yen-Hsun Lu,Gael Monfils,Round of 64,217,29,57,77,42,25,42,50,59,72,,,187,157,62,35,10,65,75,46,23,,50,45,49,,,188,152,65,38,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954222
Jan 14 2013,$2.474,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954144,Alexandr Dolgopolov,Australian Open Slam,Gael Monfils,Alexandr Dolgopolov,Gael Monfils,Round of 128,165,26,61,83,44,33,44,44,56,57,,,193,156,68,39,7,56,67,53,17,,57,46,55,,,187,146,61,32,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954144
Jan 14 2013,$5.019,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=6&p=F401,David Ferrer,Auckland,Gael Monfils,David Ferrer,David Ferrer,S,49,1,54,56,31,10,31,0,,,,,,,45,17,2,72,89,63,43,,66,,,,,,,82,54,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=6&p=F401
Jan 7 2013,$2.380,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=5&p=MC65,Tommy Haas,Auckland,Gael Monfils,Tommy Haas,Gael Monfils,Q,121,19,56,70,52,22,52,33,,,,,,,62,32,5,64,77,48,29,,11,,,,,,,67,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=5&p=MC65
Jan 7 2013,$1.197,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=4&p=MC65,Greg Jones,Auckland,Gael Monfils,Greg Jones,Gael Monfils,R16,66,3,50,77,65,41,65,75,,,,,,,71,42,1,68,58,56,22,,0,,,,,,,58,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=4&p=MC65
Jan 7 2013,$1.615,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=3&p=MC65,Benjamin Becker,Auckland,Gael Monfils,Benjamin Becker,Gael Monfils,R32,113,19,52,77,59,16,59,42,,,,,,,68,31,5,59,83,47,22,,11,,,,,,,68,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2013&r=3&p=MC65
Jan 7 2013,$1.266,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2013&r=5&p=BC72,Daniel Brands,Doha,Gael Monfils,Daniel Brands,Daniel Brands,Q,63,8,75,66,25,22,25,50,,,,,,,56,26,5,72,77,64,33,,80,,,,,,,73,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2013&r=5&p=BC72
Dec 31 2012,$2.462,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2013&r=4&p=MC65,Philipp Kohlschreiber,Doha,Gael Monfils,Philipp Kohlschreiber,Gael Monfils,R16,124,10,67,68,48,34,48,25,,,,,,,61,34,2,61,65,66,31,,28,,,,,,,65,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2013&r=4&p=MC65
Dec 31 2012,$1.020,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2013&r=3&p=MC65,Mousa Shanan Zayed,Doha,Gael Monfils,Mousa Shanan Zayed,Gael Monfils,R32,48,3,72,70,42,70,42,66,,,,,,,62,68,0,73,30,36,29,,50,,,,,,,31,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2013&r=3&p=MC65
Dec 31 2012,$1.031,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2012&r=3&p=R931,Patrik Rosenholm,Stockholm,Gael Monfils,Patrik Rosenholm,Patrik Rosenholm,R32,78,10,55,76,40,31,40,100,,,,,,,60,30,3,76,68,73,23,,42,,,,,,,69,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2012&r=3&p=R931
Oct 15 2012,$1.659,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2012&r=5&p=SD32,Gilles Simon,Bangkok,Gael Monfils,Gilles Simon,Gilles Simon,Q,85,1,74,39,53,30,53,28,,,,,,,43,38,1,54,70,52,60,,62,,,,,,,61,56,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2012&r=5&p=SD32
Oct 1 2012,$1.404,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2012&r=4&p=MC65,Viktor Troicki,Bangkok,Gael Monfils,Viktor Troicki,Gael Monfils,R16,112,3,73,63,54,32,54,41,,,,,,,60,45,6,66,67,28,36,,37,,,,,,,54,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2012&r=4&p=MC65
Oct 1 2012,$1.705,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2012&r=3&p=MC65,Kevin Anderson,Bangkok,Gael Monfils,Kevin Anderson,Gael Monfils,R32,145,5,75,61,56,31,56,36,,,,,,,60,38,2,61,68,48,38,,57,,,,,,,61,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2012&r=3&p=MC65
Oct 1 2012,$1.534,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=6&p=SA93,Andreas Seppi,Metz,Gael Monfils,Andreas Seppi,Andreas Seppi,S,102,5,69,78,33,23,33,16,,,,,,,64,29,5,62,76,60,21,,42,,,,,,,70,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=6&p=SA93
Oct 1 2012,$1.655,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=5&p=MC65,Philipp Kohlschreiber,Metz,Gael Monfils,Philipp Kohlschreiber,Gael Monfils,Q,146,6,42,85,43,34,43,40,,,,,,,61,45,3,64,65,34,14,,40,,,,,,,54,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=5&p=MC65
Sep 17 2012,$1.369,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=4&p=MC65,Nicolas Mahut,Metz,Gael Monfils,Nicolas Mahut,Gael Monfils,R16,102,12,56,85,51,13,51,33,,,,,,,70,34,7,49,86,44,14,,50,,,,,,,65,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=4&p=MC65
Sep 17 2012,$1.413,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=3&p=MC65,Olivier Rochus,Metz,Gael Monfils,Olivier Rochus,Gael Monfils,R32,64,21,63,100,37,31,37,57,,,,,,,77,50,0,53,68,28,0,,100,,,,,,,50,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=341&y=2012&r=3&p=MC65
Sep 17 2012,$1.597,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2012&r=3&p=F316,Juan Carlos Ferrero,ATP World Tour Masters 1000 Rome,Gael Monfils,Juan Carlos Ferrero,Juan Carlos Ferrero,R32,102,2,67,57,36,31,36,100,,,,,,,50,39,0,74,68,37,42,,45,,,,,,,60,49,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2012&r=3&p=F316
May 20 2012,$1.041,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2012&r=2&p=MC65,Alex Bogomolov Jr.,ATP World Tour Masters 1000 Rome,Gael Monfils,Alex Bogomolov Jr.,Gael Monfils,R64,80,4,80,70,55,41,55,35,,,,,,,67,48,0,66,58,37,29,,50,,,,,,,51,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2012&r=2&p=MC65
May 14 2012,$3.700,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2012&r=4&p=BA47,Tomas Berdych,ATP World Tour Masters 1000 Madrid,Gael Monfils,Tomas Berdych,Tomas Berdych,R16,50,2,51,45,31,8,31,0,,,,,,,38,12,4,71,91,77,55,,83,,,,,,,87,61,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2012&r=4&p=BA47
May 14 2012,$1.338,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2012&r=3&p=MC65,Igor Andreev,ATP World Tour Masters 1000 Madrid,Gael Monfils,Igor Andreev,Gael Monfils,R32,39,3,59,68,69,46,69,100,,,,,,,68,38,0,57,53,72,31,,0,,,,,,,61,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2012&r=3&p=MC65
May 6 2012,$1.686,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2012&r=2&p=MC65,Philipp Kohlschreiber,ATP World Tour Masters 1000 Madrid,Gael Monfils,Philipp Kohlschreiber,Gael Monfils,R64,130,11,63,75,48,25,48,50,,,,,,,65,37,3,62,74,42,24,,33,,,,,,,62,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2012&r=2&p=MC65
May 6 2012,$1.504,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2012&r=3&p=MA21,Juan Monaco,ATP World Tour Masters 1000 Miami,Gael Monfils,Juan Monaco,Juan Monaco,R32,139,8,51,75,34,30,34,33,,,,,,,55,36,2,65,69,51,24,,41,,,,,,,63,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2012&r=3&p=MA21
