date,odds,matchStatsUrl,opponent,tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Feb 3 2014,$1.181,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=505&y=2014&r=3&p=CA12,Christian Garin,Vina del Mar,Jeremy Chardy,Christian Garin,Jeremy Chardy,R32,74,5,56,73,53,43,53,55,,,,,,,65,51,2,65,56,33,26,,20,,,,,,,48,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=505&y=2014&r=3&p=CA12
Feb 4 2013,$1.577,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=505&y=2013&r=5&p=CA12,Paolo Lorenzi,Vina del Mar,Jeremy Chardy,Paolo Lorenzi,Jeremy Chardy,Q,65,7,62,89,58,40,58,57,,,,,,,77,44,2,71,60,43,10,,0,,,,,,,55,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=505&y=2013&r=5&p=CA12
Feb 4 2013,$1.127,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=505&y=2013&r=4&p=CA12,Christian Garin,Vina del Mar,Jeremy Chardy,Christian Garin,Jeremy Chardy,R16,103,3,64,71,61,26,61,37,,,,,,,68,33,3,52,73,58,28,,10,,,,,,,66,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=505&y=2013&r=4&p=CA12
Jan 14 2013,$12.323,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954503,Andy Murray,Australian Open Slam,Jeremy Chardy,Andy Murray,Andy Murray,Quarter Final,111,6,68,60,20,20,20,40,25,30,,,199,164,47,36,7,68,80,29,40,80,73,32,20,,,187,141,64,53,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954503
Jan 13 2014,$3.334,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704312,David Ferrer,Australian Open Slam,Jeremy Chardy,David Ferrer,David Ferrer,Round of 32,132,8,58,69,36,30,36,33,30,51,17,27,197,162,55,30,2,72,70,71,31,64,45,22,24,10,12,173,144,70,45,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704312
Jan 13 2014,$2.260,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704223,Alexandr Dolgopolov,Australian Open Slam,Jeremy Chardy,Alexandr Dolgopolov,Jeremy Chardy,Round of 64,211,22,60,77,46,30,46,36,76,73,24,38,197,165,65,37,15,71,70,47,23,,33,43,36,19,24,171,136,63,35,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704223
Jan 13 2014,$1.164,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704145,Jesse Huta Galung,Australian Open Slam,Jeremy Chardy,Jesse Huta Galung,Jeremy Chardy,Round of 128,110,9,66,79,53,16,53,44,31,27,12,13,,,70,37,9,57,84,35,21,,0,30,33,14,17,,,63,30,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704145
Dec 30 2013,$10.735,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=6&p=F324,Roger Federer,Brisbane,Jeremy Chardy,Roger Federer,Roger Federer,S,116,4,50,83,48,17,48,0,,,,,,,66,27,20,58,82,58,16,,66,,,,,,,72,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=6&p=F324
Jan 14 2013,$2.590,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954405,Andreas Seppi,Australian Open Slam,Jeremy Chardy,Andreas Seppi,Jeremy Chardy,Round of 16,162,11,65,77,47,31,47,40,47,42,,,199,162,66,43,9,63,69,36,23,,18,34,44,,,183,146,57,34,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954405
Dec 30 2013,$1.437,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=5&p=CA12,Samuel Groth,Brisbane,Jeremy Chardy,Samuel Groth,Jeremy Chardy,Q,69,7,76,85,91,21,91,40,,,,,,,86,28,12,68,78,57,15,,0,,,,,,,71,13,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=5&p=CA12
Dec 30 2013,$1.860,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=4&p=CA12,Nicolas Mahut,Brisbane,Jeremy Chardy,Nicolas Mahut,Jeremy Chardy,R16,122,10,52,86,65,26,65,50,,,,,,,76,39,12,51,73,46,13,,66,,,,,,,60,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=4&p=CA12
Jan 14 2013,$16.225,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954309,Juan Martin del Potro,Australian Open Slam,Jeremy Chardy,Juan Martin del Potro,Jeremy Chardy,Round of 32,225,20,58,78,52,26,52,29,78,64,,,198,159,67,34,13,67,74,51,22,,29,36,35,,,190,152,66,33,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954309
Jan 14 2013,$2.188,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954218,Marcel Granollers,Australian Open Slam,Jeremy Chardy,Marcel Granollers,Jeremy Chardy,Round of 64,136,7,72,80,48,35,48,45,45,40,,,197,163,71,40,5,76,65,45,20,,13,18,19,,,175,140,60,29,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954218
Jan 14 2013,$1.305,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954135,Adrian Menendez-Maceiras,Australian Open Slam,Jeremy Chardy,Adrian Menendez-Maceiras,Jeremy Chardy,Round of 128,177,21,57,89,42,33,42,42,21,8,,,,,69,43,12,61,67,43,11,,25,12,4,,,,,57,31,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954135
Jan 7 2013,$1.995,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=338&y=2013&r=3&p=L397,Feliciano Lopez,Sydney,Jeremy Chardy,Feliciano Lopez,Feliciano Lopez,R32,123,7,60,72,47,24,47,50,,,,,,,62,29,22,54,75,63,27,,50,,,,,,,70,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=338&y=2013&r=3&p=L397
