date,odds,matchStatsUrl,opponent,tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Jan 6 2014,$1.530,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2014&r=6&p=I186,Roberto Bautista Agut,Auckland,John Isner,Roberto Bautista Agut,John Isner,S,110,17,66,80,51,33,51,28,,,,,,,70,33,5,72,66,67,19,,66,,,,,,,66,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2014&r=6&p=I186
Jan 6 2014,$2.245,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2014&r=5&p=I186,Philipp Kohlschreiber,Auckland,John Isner,Philipp Kohlschreiber,John Isner,Q,145,18,83,82,73,29,73,0,,,,,,,81,27,8,62,70,75,17,,0,,,,,,,72,18,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2014&r=5&p=I186
Jan 6 2014,$1.471,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2014&r=4&p=I186,Lukas Lacko,Auckland,John Isner,Lukas Lacko,John Isner,R16,111,21,74,77,50,32,50,25,,,,,,,70,37,5,51,67,57,22,,33,,,,,,,62,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=301&y=2014&r=4&p=I186
Oct 28 2013,$6.134,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=4&p=D643,Novak Djokovic,ATP World Tour Masters 1000 Paris,John Isner,Novak Djokovic,Novak Djokovic,R16,110,12,78,62,37,11,37,0,,,,,,,56,19,11,69,88,63,37,,25,,,,,,,80,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=4&p=D643
Oct 28 2013,$1.351,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=3&p=I186,Michal Przysiezny,ATP World Tour Masters 1000 Paris,John Isner,Michal Przysiezny,John Isner,R32,118,27,67,84,71,23,71,20,,,,,,,80,32,10,51,76,57,15,,50,,,,,,,67,19,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=3&p=I186
Oct 21 2013,$1.429,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=573&y=2013&r=4&p=CA12,Jeremy Chardy,Valencia,John Isner,Jeremy Chardy,Jeremy Chardy,R16,82,12,74,68,75,9,75,25,,,,,,,69,25,17,63,90,48,31,,40,,,,,,,75,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=573&y=2013&r=4&p=CA12
Oct 21 2013,$2.364,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=573&y=2013&r=3&p=I186,Ernests Gulbis,Valencia,John Isner,Ernests Gulbis,John Isner,R32,142,17,66,73,63,24,63,0,,,,,,,70,36,8,53,75,48,26,,0,,,,,,,63,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=573&y=2013&r=3&p=I186
Oct 6 2013,$1.287,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=3&p=B884,Carlos Berlocq,ATP World Tour Masters 1000 Shanghai,John Isner,Carlos Berlocq,Carlos Berlocq,R32,82,12,77,69,80,7,80,0,,,,,,,72,9,6,70,92,87,30,,33,,,,,,,90,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=3&p=B884
Oct 6 2013,$1.384,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=2&p=I186,Santiago Giraldo,ATP World Tour Masters 1000 Shanghai,John Isner,Santiago Giraldo,John Isner,R64,138,29,77,83,60,30,60,22,,,,,,,78,33,10,59,69,60,16,,25,,,,,,,66,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=2&p=I186
Sep 30 2013,$2.980,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=5&p=BA47,Tomas Berdych,Beijing,John Isner,Tomas Berdych,Tomas Berdych,Q,90,9,53,75,25,17,25,40,,,,,,,52,40,6,45,82,40,25,,62,,,,,,,59,47,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=5&p=BA47
Sep 30 2013,$1.521,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=4&p=I186,Roberto Bautista Agut,Beijing,John Isner,Roberto Bautista Agut,John Isner,R16,122,24,70,86,62,34,62,42,,,,,,,79,37,1,84,65,50,13,,0,,,,,,,62,20,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=4&p=I186
Sep 30 2013,$1.169,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=3&p=I186,Di Wu,Beijing,John Isner,Di Wu,John Isner,R32,116,23,67,78,79,20,79,16,,,,,,,78,30,4,52,80,57,21,,50,,,,,,,69,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=3&p=I186
Aug 26 2013,$1.353,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634315,Philipp Kohlschreiber,US Open Slam,John Isner,Philipp Kohlschreiber,Philipp Kohlschreiber,Round of 32,167,26,74,84,47,23,47,29,65,40,18,31,199,168,74,28,6,73,77,57,16,53,75,38,17,15,18,167,143,72,26,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634315
Aug 26 2013,$1.424,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634229,Gael Monfils,US Open Slam,John Isner,Gael Monfils,John Isner,Round of 64,175,23,70,80,55,27,55,33,60,55,37,63,205,173,72,31,7,83,73,52,20,,14,35,29,9,16,160,149,69,28,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634229
Aug 26 2013,$1.030,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634157,Filippo Volandri,US Open Slam,John Isner,Filippo Volandri,John Isner,Round of 128,76,16,73,82,58,49,58,86,29,20,12,17,205,170,76,55,1,56,51,37,18,,0,13,25,5,10,168,143,45,24,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634157
Aug 18 2013,$4.835,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=7&p=N409,Rafael Nadal,ATP World Tour Masters 1000 Cincinnati,John Isner,Rafael Nadal,Rafael Nadal,F,115,11,76,74,68,16,68,0,,,,,,,72,19,6,72,83,71,25,,0,,,,,,,80,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=7&p=N409
