p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
69.0,29.0,Jiri Vesely,$1.340,Kevin Anderson,Jan 13 2014,Australian Open Slam,Round of 128,Kevin Anderson,false,42.0,cluster_3
63.0,42.0,Janko Tipsarevic,$1.883,Janko Tipsarevic,Apr 8 2013,ATP World Tour Masters 1000 Miami,R32,Kevin Anderson,false,43.0,cluster_0
70.0,29.0,Steve Johnson,$1.384,Steve Johnson,Jan 6 2014,Auckland,R16,Kevin Anderson,false,44.0,cluster_3
67.0,41.0,Roger Federer,$5.989,Roger Federer,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,Kevin Anderson,false,45.0,cluster_1
59.0,19.0,Horacio Zeballos,$1.201,Kevin Anderson,Mar 18 2013,ATP World Tour Masters 1000 Miami,R64,Kevin Anderson,false,46.0,cluster_2
69.0,37.0,Tomas Berdych,$4.915,Tomas Berdych,Mar 18 2013,ATP World Tour Masters 1000 Indian Wells,Q,Kevin Anderson,false,47.0,cluster_1
59.0,32.0,Mikhail Youzhny,$2.727,Kevin Anderson,Dec 30 2013,ATP World Tour Masters 1000 Paris,R64,Kevin Anderson,false,48.0,cluster_0
65.0,32.0,Roberto Bautista Agut,$1.759,Roberto Bautista Agut,Dec 30 2013,Valencia,R32,Kevin Anderson,false,49.0,cluster_1
60.0,31.0,Gilles Simon,$1.513,Kevin Anderson,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R16,Kevin Anderson,false,50.0,cluster_0
54.0,20.0,Jarkko Nieminen,$1.488,Kevin Anderson,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R32,Kevin Anderson,false,51.0,cluster_2
66.0,29.0,Kenny De Schepper,$1.246,Kenny De Schepper,Oct 21 2013,Stockholm,R16,Kevin Anderson,false,52.0,cluster_1
74.0,35.0,Stan Wawrinka,$3.323,Stan Wawrinka,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,Kevin Anderson,false,53.0,cluster_1
59.0,38.0,David Ferrer,$4.328,Kevin Anderson,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R64,Kevin Anderson,false,54.0,cluster_0
61.0,24.0,Victor Hanescu,$1.205,Kevin Anderson,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R128,Kevin Anderson,false,55.0,cluster_2
71.0,24.0,Victor Hanescu,$1.254,Kevin Anderson,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Kevin Anderson,false,56.0,cluster_3
70.0,31.0,Lukas Lacko,$1.300,Lukas Lacko,Oct 6 2013,Tokyo,R32,Kevin Anderson,false,57.0,cluster_1
76.0,47.0,Marcos Baghdatis,$1.404,Marcos Baghdatis,Sep 30 2013,US Open Slam,Round of 64,Kevin Anderson,false,58.0,cluster_4
76.0,39.0,John Isner,$1.948,John Isner,Mar 6 2013,Delray Beach,Q,Kevin Anderson,false,59.0,cluster_4
66.0,32.0,Yen-Hsun Lu,$1.535,Kevin Anderson,Feb 25 2013,Delray Beach,R16,Kevin Anderson,false,60.0,cluster_1
66.0,29.0,Daniel Brands,$1.262,Kevin Anderson,Aug 26 2013,US Open Slam,Round of 128,Kevin Anderson,false,61.0,cluster_1
78.0,29.0,Tommy Haas,$2.004,Tommy Haas,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,Kevin Anderson,false,62.0,cluster_3
61.0,46.0,Alexandr Dolgopolov,$1.424,Alexandr Dolgopolov,Aug 12 2013,ATP World Tour Masters 1000 Canada,R64,Kevin Anderson,false,63.0,cluster_0
55.0,35.0,Tim Smyczek,$1.490,Kevin Anderson,Feb 25 2013,Delray Beach,R32,Kevin Anderson,false,64.0,cluster_0
67.0,42.0,Tomas Berdych,$4.837,Tomas Berdych,Feb 25 2013,Australian Open Slam,Round of 16,Kevin Anderson,false,65.0,cluster_4
64.0,31.0,Fernando Verdasco,$1.812,Kevin Anderson,Jan 14 2013,Australian Open Slam,Round of 32,Kevin Anderson,false,66.0,cluster_1
73.0,39.0,Juan Martin Del Potro,$3.902,Juan Martin Del Potro,Aug 5 2013,Washington,Q,Kevin Anderson,false,67.0,cluster_4
58.0,24.0,Mardy Fish,$1.669,Kevin Anderson,Jul 29 2013,Washington,R16,Kevin Anderson,false,68.0,cluster_2
59.0,28.0,Andrey Kuznetsov,$1.177,Kevin Anderson,Jan 14 2013,Australian Open Slam,Round of 64,Kevin Anderson,false,69.0,cluster_2
65.0,31.0,Paolo Lorenzi,$1.094,Kevin Anderson,Jan 14 2013,Australian Open Slam,Round of 128,Kevin Anderson,false,70.0,cluster_1
71.0,26.0,Bernard Tomic,$2.226,Bernard Tomic,Jan 14 2013,Sydney,F,Kevin Anderson,false,71.0,cluster_3
63.0,25.0,James Duckworth,$1.229,Kevin Anderson,Jul 29 2013,Washington,R32,Kevin Anderson,false,72.0,cluster_2
71.0,25.0,John Isner,$1.939,John Isner,Jul 29 2013,Atlanta,F,Kevin Anderson,false,73.0,cluster_3
