p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
52.0,34.0,Jo-Wilfried Tsonga,$1.682,David Ferrer,May 27 2013,French Open Slam,Semi Final,David Ferrer,false,62.0,cluster_3
62.0,38.0,Guillermo Garcia-Lopez,$1.168,David Ferrer,Jan 6 2014,Auckland,Q,David Ferrer,false,63.0,cluster_1
52.0,38.0,Donald Young,$1.126,David Ferrer,Jan 6 2014,Auckland,R16,David Ferrer,false,64.0,cluster_3
75.0,39.0,Daniel Brands,$1.171,Daniel Brands,Dec 30 2013,Doha,R16,David Ferrer,false,65.0,cluster_1
53.0,40.0,Alexandr Dolgopolov,$1.220,David Ferrer,Dec 30 2013,Doha,R32,David Ferrer,false,66.0,cluster_4
46.0,24.0,Tommy Robredo,$1.085,David Ferrer,May 27 2013,French Open Slam,Quarter Final,David Ferrer,false,67.0,cluster_0
48.0,27.0,Kevin Anderson,$1.170,David Ferrer,May 27 2013,French Open Slam,Round of 16,David Ferrer,false,68.0,cluster_0
49.0,33.0,Feliciano Lopez,$1.055,David Ferrer,May 27 2013,French Open Slam,Round of 32,David Ferrer,false,69.0,cluster_0
43.0,36.0,Albert Montanes,$1.046,David Ferrer,May 27 2013,French Open Slam,Round of 64,David Ferrer,false,70.0,cluster_0
45.0,42.0,Marinko Matosevic,$1.016,David Ferrer,May 27 2013,French Open Slam,Round of 128,David Ferrer,false,71.0,cluster_4
56.0,45.0,Rafael Nadal,$6.520,Rafael Nadal,May 12 2013,ATP World Tour Masters 1000 Rome,Q,David Ferrer,false,72.0,cluster_4
68.0,43.0,Novak Djokovic,$6.134,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,F,David Ferrer,false,73.0,cluster_1
59.0,32.0,Rafael Nadal,$6.609,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,David Ferrer,false,74.0,cluster_3
62.0,37.0,Fernando Verdasco,$1.192,David Ferrer,May 12 2013,ATP World Tour Masters 1000 Rome,R32,David Ferrer,false,75.0,cluster_1
55.0,52.0,Rafael Nadal,$7.855,Rafael Nadal,May 5 2013,ATP World Tour Masters 1000 Madrid,Q,David Ferrer,false,76.0,cluster_4
64.0,28.0,Tommy Haas,$1.404,David Ferrer,May 5 2013,ATP World Tour Masters 1000 Madrid,R16,David Ferrer,false,77.0,cluster_2
62.0,34.0,Tomas Berdych,$1.976,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,David Ferrer,false,78.0,cluster_3
55.0,28.0,Gilles Simon,$1.373,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,David Ferrer,false,79.0,cluster_2
