player1,player2,winner,date,tournament,t_round,p1odds,p2odds,p1spw,p2spw,p1_spwcount,p2_spwcount
Roger Federer,Andy Murray,Roger Federer,Jan 13 2014,Australian Open Slam,Quarter Final,$1.724,$2.289,1.26,0.84,23,31
Roger Federer,Jo-Wilfried Tsonga,Roger Federer,Jan 13 2014,Australian Open Slam,Round of 16,$1.554,$2.460,1.23,0.76,15,18
Roger Federer,Lleyton Hewitt,Lleyton Hewitt,Jan 13 2014,Brisbane,F,$1.174,$6.053,0.76,-0.21,4,3
Lleyton Hewitt,Andreas Seppi,Andreas Seppi,Jan 13 2014,Australian Open Slam,Round of 128,$1.283,$4.206,-0.8,1.94,11,12
Rafael Nadal,Grigor Dimitrov,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,$1.114,$6.575,0.79,-0.61,16,14
Rafael Nadal,Kei Nishikori,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 16,$1.029,$12.817,2.04,-2.03,10,11
Rafael Nadal,Gael Monfils,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 32,$1.100,$7.098,2.3,-0.44,20,10
Milos Raonic,Grigor Dimitrov,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,$1.726,$2.125,0.34,-0.11,11,8
Tommy Robredo,Stan Wawrinka,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,$3.191,$1.358,0.67,-0.33,18,23
Tommy Robredo,Richard Gasquet,Tommy Robredo,Jan 13 2014,Australian Open Slam,Round of 32,$2.579,$1.510,0,0.39,0,6
Jo-Wilfried Tsonga,Gilles Simon,Jo-Wilfried Tsonga,Jan 13 2014,Australian Open Slam,Round of 32,$1.153,$5.478,1.04,0.57,21,29
Stan Wawrinka,Rafael Nadal,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,$6.025,$1.175,-0.43,5.41,24,31
Stan Wawrinka,Novak Djokovic,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Quarter Final,$7.979,$1.081,-0.71,4.44,21,38
Roberto Bautista Agut,Juan Martin del Potro,Roberto Bautista Agut,Jan 13 2014,Australian Open Slam,Round of 64,$13.033,$1.064,0.1,-0.02,3,4
Roberto Bautista Agut,John Isner,John Isner,Jan 13 2014,Auckland,S,$2.752,$1.530,0.11,2.07,4,15
Philipp Kohlschreiber,John Isner,John Isner,Jan 13 2014,Auckland,Q,$1.749,$2.245,-0.12,0.33,7,15
Feliciano Lopez,Andy Murray,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 32,$6.802,$1.107,1.13,1.03,17,7
Roger Federer,Rafael Nadal,Rafael Nadal,Jan 31 2014,Australian Open Slam,Semi Final,$2.424,$1.654,-0.17,5.04,14,32
Nicolas Almagro,Fabio Fognini,Fabio Fognini,Feb 3 2014,Vina del Mar,S,$2.159,$1.806,0.87,-0.27,36,19
Jeremy Chardy,Fabio Fognini,Fabio Fognini,Feb 3 2014,Vina del Mar,Q,$3.184,$1.423,0.24,-0.1,1,2
Richard Gasquet,Jerzy Janowicz,Richard Gasquet,Feb 3 2014,Montpellier,S,$1.567,$2.639,0.98,-1.95,18,27
Roberto Bautista Agut,Grigor Dimitrov,Grigor Dimitrov,Feb 3 2014,Australian Open Slam,Round of 16,$2.510,$1.630,1.71,-1.51,12,13
Nicolas Almagro,David Ferrer,David Ferrer,Feb 10 2014,Buenos Aires,S,$3.571,$1.357,-1.48,1.26,27,8
Nicolas Almagro,Jeremy Chardy,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,$1.424,$3.176,2.09,-0.53,12,9
Tomas Berdych,Marin Cilic,Tomas Berdych,Feb 10 2014,Rotterdam,F,$1.472,$2.962,0.52,-0.26,12,13
Tomas Berdych,Ernests Gulbis,Tomas Berdych,Feb 10 2014,Rotterdam,S,$1.574,$2.619,-0.02,-0.84,1,12
Tomas Berdych,Jerzy Janowicz,Tomas Berdych,Feb 10 2014,Rotterdam,Q,$1.366,$3.510,0.01,1.06,21,16
Jeremy Chardy,Alexandr Dolgopolov,Jeremy Chardy,Feb 10 2014,Buenos Aires,R16,$1.730,$2.279,-1.52,2.18,23,30
Marin Cilic,Andy Murray,Marin Cilic,Feb 10 2014,Rotterdam,Q,$2.752,$1.530,-1.67,4.53,23,28
Marin Cilic,Jo-Wilfried Tsonga,Marin Cilic,Feb 10 2014,Rotterdam,R16,$2.619,$1.574,2.75,-0.31,21,9
Juan Martin Del Potro,Ernests Gulbis,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,$1.376,$3.447,0.77,-0.14,16,6
Juan Martin Del Potro,Gael Monfils,Juan Martin Del Potro,Feb 10 2014,Rotterdam,R32,$1.584,$2.593,2.95,-0.46,21,13
Juan Martin Del Potro,Gael Monfils,Juan Martin Del Potro,Feb 10 2014,Rotterdam,R32,$1.584,$4.446,2.95,0,21,0
Grigor Dimitrov,Ernests Gulbis,Ernests Gulbis,Feb 10 2014,Rotterdam,R16,$1.591,$2.575,0.06,0.04,1,7
Richard Gasquet,Gael Monfils,Gael Monfils,Feb 10 2014,Montpellier,F,$1.852,$2.096,-0.04,1.84,27,24
Tommy Haas,Fernando Verdasco,Tommy Haas,Feb 10 2014,Rotterdam,R32,$1.853,$2.095,0.39,0.22,8,6
Tommy Haas,Marin Cilic,Marin Cilic,Feb 10 2014,Zagreb,F,$2.752,$1.530,0.25,0.58,3,6
Tommy Robredo,Fabio Fognini,Fabio Fognini,Feb 10 2014,Buenos Aires,S,$2.289,$1.724,-1.28,2.79,13,37
Fabio Fognini,David Ferrer,David Ferrer,Feb 10 2014,Buenos Aires,F,$3.292,$1.402,-0.98,0,12,0
Nicolas Almagro,Alexandr Dolgopolov,Alexandr Dolgopolov,Feb 17 2014,Rio de Janeiro,R32,$1.334,$3.738,-0.09,0,1,0
Jeremy Chardy,David Ferrer,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,$6.948,$1.145,-1.37,1.96,11,11
Marin Cilic,Kevin Anderson,Marin Cilic,Feb 17 2014,Delray Beach,F,$1.357,$3.571,0.69,-1.04,20,24
Marin Cilic,John Isner,Marin Cilic,Feb 17 2014,Delray Beach,S,$1.470,$2.971,0.96,-0.96,13,14
David Ferrer,Alexandr Dolgopolov,Alexandr Dolgopolov,Feb 17 2014,Rio de Janeiro,S,$1.237,$4.792,3.28,-2.65,34,45
Richard Gasquet,Philipp Kohlschreiber,Philipp Kohlschreiber,Feb 17 2014,Rotterdam,R16,$1.827,$2.129,0,0,0,0
Tommy Haas,Jerzy Janowicz,Jerzy Janowicz,Feb 17 2014,Rotterdam,R16,$2.288,$1.724,0.18,-0.17,4,3
Rafael Nadal,Alexandr Dolgopolov,Rafael Nadal,Feb 17 2014,Rio de Janeiro,F,$1.183,$5.821,2.3,-1.91,14,12
Jo-Wilfried Tsonga,Ernests Gulbis,Ernests Gulbis,Feb 17 2014,Marseille,F,$1.703,$2.327,-0.67,0.44,11,24
Roberto Bautista Agut,Ernests Gulbis,Ernests Gulbis,Feb 17 2014,Marseille,R16,$3.136,$1.432,-0.04,2.35,7,11
Kevin Anderson,Grigor Dimitrov,Grigor Dimitrov,Feb 24 2014,Acapulco,F,$2.915,$1.484,-0.65,-0.05,13,1
Kevin Anderson,Alexandr Dolgopolov,Kevin Anderson,Feb 24 2014,Acapulco,S,$2.752,$1.530,0.13,1.65,8,17
Kevin Anderson,David Ferrer,Kevin Anderson,Feb 24 2014,Acapulco,Q,$3.555,$1.359,-0.41,2.83,17,13
Tomas Berdych,Roger Federer,Roger Federer,Feb 24 2014,Dubai,F,$2.298,$1.719,0.01,-5.55111512313e-17,5,14
Tomas Berdych,Philipp Kohlschreiber,Tomas Berdych,Feb 24 2014,Dubai,S,$1.152,$6.716,0.25,-0.13,2,5
Tomas Berdych,Jo-Wilfried Tsonga,Tomas Berdych,Feb 24 2014,Dubai,Q,$1.384,$3.397,0.7,-0.5,4,6
Jeremy Chardy,Alexandr Dolgopolov,Alexandr Dolgopolov,Feb 24 2014,Acapulco,R16,$2.556,$1.598,-0.41,3.17,31,36
Grigor Dimitrov,Andy Murray,Grigor Dimitrov,Feb 24 2014,Acapulco,S,$2.861,$1.498,-1.77,1.59,25,28
Grigor Dimitrov,Ernests Gulbis,Grigor Dimitrov,Feb 24 2014,Acapulco,Q,$1.830,$2.125,-0.08,1.54,11,17
Roger Federer,Novak Djokovic,Roger Federer,Feb 24 2014,Dubai,S,$4.960,$1.226,-0.25,0.69,14,18
Roberto Bautista Agut,Novak Djokovic,Novak Djokovic,Feb 24 2014,Dubai,R16,$24.813,$1.024,-1.02,0.01,11,1
Philipp Kohlschreiber,Andreas Seppi,Philipp Kohlschreiber,Feb 24 2014,Dubai,R16,$1.384,$3.394,0.85,-0.22,19,16
Feliciano Lopez,David Ferrer,David Ferrer,Feb 24 2014,Acapulco,R16,$3.909,$1.314,-1.12,2.31,8,16
Gilles Simon,Andy Murray,Andy Murray,Feb 24 2014,Acapulco,Q,$6.609,$1.155,-2.84,4.67,27,29
Tomas Berdych,Roberto Bautista Agut,Roberto Bautista Agut,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,$1.147,$6.888,1.08,-0.34,8,21
Grigor Dimitrov,Ernests Gulbis,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$2.058,$1.883,-0.33,0.07,24,19
Novak Djokovic,John Isner,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,$1.219,$5.085,4.53,0.08,31,25
Novak Djokovic,Marin Cilic,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$1.198,$5.489,0.48,-1.04,2,13
Roger Federer,Alexandr Dolgopolov,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,$1.340,$3.693,0,-0.08,0,4
Roger Federer,Kevin Anderson,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,$1.212,$5.209,0.97,-0.94,12,15
Richard Gasquet,Ernests Gulbis,Ernests Gulbis,Mar 3 2014,Marseille,S,$1.792,$2.178,0.11,0,1,0
Lleyton Hewitt,Kevin Anderson,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,$3.444,$1.376,0.6,-0.71,14,15
John Isner,Ernests Gulbis,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,$2.270,$1.735,-0.05,1.18,14,27
John Isner,Fernando Verdasco,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$1.629,$2.480,-0.04,0.1,4,3
Rafael Nadal,Alexandr Dolgopolov,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$1.129,$7.624,4.14,-3.19,28,25
Milos Raonic,Alexandr Dolgopolov,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,$1.806,$2.159,-0.07,-0.36,2,4
Milos Raonic,Andy Murray,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$2.298,$1.719,-0.18,-0.71,1,14
Tommy Robredo,Marin Cilic,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$3.689,$1.341,0.02,0.81,3,8
Stan Wawrinka,Kevin Anderson,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$1.264,$4.426,1.28,-1.22,11,13
Roberto Bautista Agut,Ernests Gulbis,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$3.378,$1.387,0.05,2.64,16,29
Fabio Fognini,Alexandr Dolgopolov,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$2.752,$1.530,-1.29,-0.08,6,1
Nicolas Almagro,John Isner,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$2.317,$1.708,-0.58,0.38,13,13
Tomas Berdych,Alexandr Dolgopolov,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,$1.376,$3.447,1.16,-0.56,18,17
Tomas Berdych,John Isner,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,$1.412,$3.237,0.63,-0.01,11,3
Novak Djokovic,Andy Murray,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,$1.315,$3.902,0.38,0.52,6,30
Novak Djokovic,Jeremy Chardy,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,$1.033,$20.546,3.78,-0.33,12,3
Roger Federer,Novak Djokovic,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,F,$2.610,$1.578,1.36,1.75,30,28
David Ferrer,Andreas Seppi,David Ferrer,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$1.135,$7.365,4.03,-2.15,26,15
Tommy Haas,Roger Federer,Roger Federer,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R16,$5.170,$1.214,-1.1,0.66,27,26
Tommy Haas,Kei Nishikori,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R32,$2.828,$1.507,-0.28,0.43,2,9
Tommy Haas,Jeremy Chardy,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R64,$2.014,$1.922,0.01,0.19,5,7
Gael Monfils,Fabio Fognini,Fabio Fognini,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R32,$1.419,$3.204,2.82,-0.64,30,22
Rafael Nadal,Milos Raonic,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,$1.145,$6.958,5.43,-0.07,26,2
Kei Nishikori,David Ferrer,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,$2.571,$1.592,-1.99,0.14,12,1
Kei Nishikori,Grigor Dimitrov,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$2.058,$1.883,1.95,-1.01,16,12
Tommy Robredo,Novak Djokovic,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,$14.508,$1.055,-0.16,0.89,1,6
Stan Wawrinka,Alexandr Dolgopolov,Alexandr Dolgopolov,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,$1.381,$3.416,0.06,-0.34,1,5
Roberto Bautista Agut,Jerzy Janowicz,Roberto Bautista Agut,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,$1.764,$2.221,-0.1,0.33,2,3
Roberto Bautista Agut,Fabio Fognini,Fabio Fognini,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$1.735,$2.270,-0.07,1.64,16,19
Feliciano Lopez,Andy Murray,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$5.170,$1.214,-0.81,2.69,31,19
Roger Federer,Kei Nishikori,Kei Nishikori,Apr 4 2014,ATP World Tour Masters 1000 Miami,Q,$1.177,$5.973,0.85,-0.45,11,12
Andy Murray,Andreas Seppi,Andy Murray,Apr 4 2014,Davis Cup,Singles,$1.213,$5.201,2.92,-1.61,20,17
Fabio Fognini,Andy Murray,Fabio Fognini,Apr 4 2014,Davis Cup,Reverse Singles,$3.212,$1.417,-1.45,0.24,7,1
Nicolas Almagro,Fernando Verdasco,Fernando Verdasco,Apr 7 2014,Houston,F,$1.540,$2.720,-0.23,0.63,20,10
Kevin Anderson,Gael Monfils,Gael Monfils,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,$2.760,$1.527,-0.11,-0.32,4,12
Grigor Dimitrov,David Ferrer,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,$3.378,$1.387,-0.31,0.21,15,15
Richard Gasquet,Kevin Anderson,Richard Gasquet,Apr 13 2014,ATP World Tour Masters 1000 Miami,R32,$1.859,$2.087,-0.85,0.66,17,12
Richard Gasquet,Fernando Verdasco,Fernando Verdasco,Apr 13 2014,ATP World Tour Masters 1000 Indian Wells,R32,$1.428,$3.156,2.41,-0.67,25,16
Ernests Gulbis,Alexandr Dolgopolov,Alexandr Dolgopolov,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,$1.806,$2.159,0.22,0.1,1,1
Rafael Nadal,David Ferrer,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,$1.106,$8.885,2.63,1.56,35,36
Rafael Nadal,Andreas Seppi,Rafael Nadal,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,$1.014,$32.211,0.53,-0.51,2,3
Tommy Robredo,Milos Raonic,Milos Raonic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,$1.837,$2.116,-2.01,1.66,20,22
Jo-Wilfried Tsonga,Fabio Fognini,Jo-Wilfried Tsonga,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,$2.270,$1.735,0.24,0.62,2,9
Stan Wawrinka,Roger Federer,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,F,$2.357,$1.687,-0.09,0.94,13,13
Stan Wawrinka,David Ferrer,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,S,$2.347,$1.692,1.74,0,24,0
Stan Wawrinka,Milos Raonic,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,$1.391,$3.353,1.31,-1.09,13,10
Mikhail Youzhny,Andreas Seppi,Andreas Seppi,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,$1.985,$1.948,0.12,-0.12,10,3
Roberto Bautista Agut,Fabio Fognini,Fabio Fognini,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,$2.923,$1.482,-0.67,3.78,19,35
Philipp Kohlschreiber,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,$2.628,$1.571,0.16,0.2,8,3
Nicolas Almagro,Fernando Verdasco,Nicolas Almagro,Apr 21 2014,Barcelona,R16,$1.957,$1.976,0.96,-0.49,19,29
Rafael Nadal,Nicolas Almagro,Nicolas Almagro,Apr 21 2014,Barcelona,Q,$1.143,$7.041,1.43,-0.72,19,31
Kei Nishikori,Ernests Gulbis,Kei Nishikori,Apr 21 2014,Barcelona,S,$1.708,$2.317,-0.02,0.03,1,1
Tommy Robredo,Marin Cilic,Marin Cilic,Apr 21 2014,Barcelona,R16,$1.752,$2.240,-2.02,3.47,20,25
Tommy Haas,Andreas Seppi,Tommy Haas,Apr 28 2014,Munich,Q,$1.445,$3.075,2.85,-1.8,19,13
Nicolas Almagro,Andy Murray,Andy Murray,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,$2.014,$1.922,-0.13,-0.08,3,1
Tomas Berdych,Rafael Nadal,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,$6.296,$1.165,-0.49,4.26,14,33
Tomas Berdych,Grigor Dimitrov,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,$1.713,$2.308,0.36,0.06,3,4
Tomas Berdych,Kevin Anderson,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,$1.199,$5.459,5.57,-1.96,45,36
Marin Cilic,Ernests Gulbis,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,$2.480,$1.629,0,0.07,0,3
Roger Federer,Novak Djokovic,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,S,$3.738,$1.334,0.29,2.07,32,31
Roger Federer,Jo-Wilfried Tsonga,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,Q,$1.292,$4.118,5.09,1.53,38,34
Ernests Gulbis,David Ferrer,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,$3.156,$1.428,-0.42,3.02,7,19
Ernests Gulbis,Alexandr Dolgopolov,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,$1.876,$2.067,-1.02,2.66,10,13
John Isner,David Ferrer,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,$3.860,$1.319,0,-0.03,0,5
Rafael Nadal,Kei Nishikori,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,F,$1.131,$7.533,3.8,-2.22,31,19
Milos Raonic,Kei Nishikori,Kei Nishikori,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,$2.834,$1.506,0,1.85,0,21
Milos Raonic,Jeremy Chardy,Milos Raonic,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,$1.340,$3.693,3.63,-1.38,26,28
Tommy Robredo,Roberto Bautista Agut,Roberto Bautista Agut,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,$1.711,$2.312,0.03,-0.02,3,2
Fernando Verdasco,Andreas Seppi,Fernando Verdasco,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,$1.429,$3.151,0.17,-0.03,7,5
Mikhail Youzhny,Feliciano Lopez,Feliciano Lopez,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,$1.827,$2.129,-0.16,0.06,12,4
Roberto Bautista Agut,Fernando Verdasco,Roberto Bautista Agut,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,$2.067,$1.876,-0.71,0.94,17,19
Roberto Bautista Agut,Rafael Nadal,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,S,$13.912,$1.058,-0.43,0.5,2,3
Fabio Fognini,Alexandr Dolgopolov,Alexandr Dolgopolov,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,$2.187,$1.786,-2.74,1.82,21,15
Jerzy Janowicz,Ernests Gulbis,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,$4.118,$1.292,0.75,0.28,24,17
Kevin Anderson,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R32,$3.323,$1.397,0.23,-0.04,5,5
Tomas Berdych,Grigor Dimitrov,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,R16,$1.661,$2.409,1.19,-0.18,19,13
Novak Djokovic,Milos Raonic,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,S,$1.160,$6.453,2.82,-1.77,21,17
Novak Djokovic,David Ferrer,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,$1.370,$3.486,2.31,-1.02,22,18
Roger Federer,Jeremy Chardy,Jeremy Chardy,May 12 2014,ATP World Tour Masters 1000 Rome,R32,$1.128,$7.670,1.19,-0.78,14,19
Tommy Haas,Grigor Dimitrov,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,Q,$2.980,$1.467,1.02,0.28,18,18
Tommy Haas,Stan Wawrinka,Tommy Haas,May 12 2014,ATP World Tour Masters 1000 Rome,R16,$5.821,$1.183,-0.28,1.4,5,12
Tommy Haas,Andreas Seppi,Tommy Haas,May 12 2014,ATP World Tour Masters 1000 Rome,R64,$2.004,$1.930,4.96,-2.56,41,25
Rafael Nadal,Novak Djokovic,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,F,$1.755,$2.236,2.74,8.22,41,57
Rafael Nadal,Novak Djokovic,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,F,$1.755,$2.236,2.74,8.22,41,57
Rafael Nadal,Andy Murray,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,Q,$1.163,$6.361,-0.09,-0.08,5,4
Rafael Nadal,Mikhail Youzhny,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R16,$1.076,$11.442,3.18,-2.17,14,14
Rafael Nadal,Gilles Simon,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R32,$1.036,$19.367,0.67,-0.26,4,3
Kei Nishikori,David Ferrer,Kei Nishikori,May 12 2014,ATP World Tour Masters 1000 Madrid,S,$2.538,$1.605,-0.75,-0.1,26,7
Kei Nishikori,Feliciano Lopez,Kei Nishikori,May 12 2014,ATP World Tour Masters 1000 Madrid,Q,$1.162,$6.402,4.65,-2.44,37,45
Milos Raonic,Jeremy Chardy,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,$1.359,$3.555,5.14,-2.18,33,31
Tommy Robredo,Philipp Kohlschreiber,Philipp Kohlschreiber,May 12 2014,ATP World Tour Masters 1000 Rome,R32,$1.636,$2.465,0.02,0.14,4,9
Jo-Wilfried Tsonga,Alexandr Dolgopolov,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R64,$2.014,$1.922,0.04,-0.23,1,6
Philipp Kohlschreiber,Jerzy Janowicz,Philipp Kohlschreiber,May 12 2014,ATP World Tour Masters 1000 Rome,R64,$1.868,$2.077,-1.04,0.47,22,8
Philipp Kohlschreiber,Novak Djokovic,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,R16,$7.365,$1.135,-0.4,0.11,15,12
