player1,player2,winner,date,tournament,t_round,p1odds,p2odds,p1spw,p2spw,p1_spwcount,p2_spwcount
Grigor Dimitrov,Fernando Verdasco,Fernando Verdasco,Jul 8 2013,Bastad,S,$2.178,$1.792,-0.16,0.01,1,1
Tommy Haas,Fabio Fognini,Fabio Fognini,Jul 8 2013,Stuttgart,Q,$1.446,$3.071,0,0.25,0,3
Tommy Haas,Ernests Gulbis,Tommy Haas,Jul 8 2013,Stuttgart,R16,$1.669,$2.394,2.3,3.46944695195e-18,23,18
Lleyton Hewitt,John Isner,Lleyton Hewitt,Jul 8 2013,Newport,S,$2.188,$1.786,-0.05,-0.27,24,6
Tommy Robredo,Andy Murray,Andy Murray,Jul 8 2013,Wimbledon Slam,Round of 32,$16.054,$1.047,0,0.49,0,3
Roberto Bautista Agut,David Ferrer,David Ferrer,Jul 8 2013,Wimbledon Slam,Round of 64,$7.538,$1.131,0,0,0,0
Philipp Kohlschreiber,Fabio Fognini,Fabio Fognini,Jul 8 2013,Stuttgart,F,$1.792,$2.178,0,0.22,0,1
Philipp Kohlschreiber,Gael Monfils,Philipp Kohlschreiber,Jul 8 2013,Stuttgart,Q,$2.571,$1.592,0.36,0.69,7,35
Nicolas Almagro,Fernando Verdasco,Fernando Verdasco,Jul 15 2013,Bastad,Q,$1.724,$2.289,0.5,0.22,7,3
Mikhail Youzhny,Andy Murray,Andy Murray,Jul 15 2013,Wimbledon Slam,Round of 16,$11.256,$1.077,-0.29,0.73,2,5
Roberto Bautista Agut,Fabio Fognini,Fabio Fognini,Jul 15 2013,Stuttgart,S,$3.194,$1.421,-1.3,0,28,0
Jerzy Janowicz,Fernando Verdasco,Fernando Verdasco,Jul 15 2013,Hamburg,R16,$2.187,$1.786,0.07,-0.37,2,3
Lleyton Hewitt,John Isner,John Isner,Jul 22 2013,Atlanta,S,$2.144,$1.816,0.89,-0.4,18,6
Tommy Robredo,Andreas Seppi,Tommy Robredo,Jul 22 2013,Umag,S,$1.592,$2.571,-1.04,0.83,13,12
Stan Wawrinka,Feliciano Lopez,Feliciano Lopez,Jul 22 2013,Gstaad,Q,$1.256,$4.527,0.49,-0.18,5,1
Roberto Bautista Agut,Fernando Verdasco,Fernando Verdasco,Jul 28 2013,Hamburg,R32,$2.690,$1.550,-0.01,0,1,0
Kevin Anderson,John Isner,John Isner,Jul 29 2013,Atlanta,F,$1.939,$1.995,-0.76,1.14,19,18
Juan Martin Del Potro,John Isner,Juan Martin Del Potro,Jul 29 2013,Washington,F,$1.307,$3.974,0.1,0,1,0
Tommy Haas,Grigor Dimitrov,Tommy Haas,Jul 29 2013,Washington,Q,$1.976,$1.958,-0.24,-0.22,4,2
Tommy Haas,Fabio Fognini,Fabio Fognini,Jul 29 2013,Hamburg,Q,$1.592,$2.571,-1.22,1.33,9,11
Feliciano Lopez,Ernests Gulbis,Ernests Gulbis,Jul 29 2013,ATP World Tour Masters 1000 Canada,R64,$2.808,$1.513,-0.76,1.31,8,15
Gilles Simon,Feliciano Lopez,Feliciano Lopez,Jul 29 2013,Eastbourne,F,$2.288,$1.724,-0.24,0.15,5,1
Nicolas Almagro,Fabio Fognini,Fabio Fognini,Aug 5 2013,Hamburg,S,$1.773,$2.207,0,0,0,0
Kevin Anderson,Juan Martin Del Potro,Juan Martin Del Potro,Aug 5 2013,Washington,Q,$3.902,$1.315,-0.42,2.34,13,17
Tomas Berdych,Alexandr Dolgopolov,Tomas Berdych,Aug 5 2013,ATP World Tour Masters 1000 Canada,R32,$1.300,$4.032,-0.09,0.01,1,1
Richard Gasquet,Kei Nishikori,Richard Gasquet,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$1.639,$2.457,-0.15,0.1,1,1
Ernests Gulbis,Andy Murray,Ernests Gulbis,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$5.658,$1.190,0.03,0,2,0
Tommy Haas,Juan Martin Del Potro,Juan Martin Del Potro,Aug 5 2013,Washington,S,$4.247,$1.279,-0.93,2.26,11,10
Rafael Nadal,Novak Djokovic,Rafael Nadal,Aug 5 2013,ATP World Tour Masters 1000 Canada,S,$3.042,$1.453,0.06,0.52,4,10
Rafael Nadal,Jerzy Janowicz,Rafael Nadal,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$1.171,$6.134,0,-0.08,0,2
Kei Nishikori,Andreas Seppi,Kei Nishikori,Aug 5 2013,ATP World Tour Masters 1000 Canada,R32,$1.535,$2.737,-1.03,0.19,13,14
Milos Raonic,Ernests Gulbis,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,Q,$1.687,$2.357,0.81,-0.43,10,7
Milos Raonic,Juan Martin Del Potro,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$2.418,$1.657,-0.03,0.25,1,2
Milos Raonic,Jeremy Chardy,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R64,$1.272,$4.330,-0.26,-0.08,3,7
Fabio Fognini,Ernests Gulbis,Ernests Gulbis,Aug 5 2013,ATP World Tour Masters 1000 Canada,R32,$2.523,$1.611,0.08,0,1,0
Gilles Simon,Feliciano Lopez,Feliciano Lopez,Aug 5 2013,Wimbledon Slam,Round of 128,$2.360,$1.685,-1.75,0.93,16,8
Kevin Anderson,Alexandr Dolgopolov,Alexandr Dolgopolov,Aug 12 2013,ATP World Tour Masters 1000 Canada,R64,$1.424,$3.178,0.09,0.09,1,2
Jeremy Chardy,Feliciano Lopez,Feliciano Lopez,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,$2.159,$1.806,0.99,-0.34,21,21
Juan Martin Del Potro,John Isner,John Isner,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,S,$1.472,$2.962,1.81,-0.5,13,5
Juan Martin Del Potro,Feliciano Lopez,Juan Martin Del Potro,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,$1.231,$4.879,0.42,0,3,0
Novak Djokovic,John Isner,John Isner,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,$1.128,$7.668,0.41,-0.07,6,1
Roger Federer,Rafael Nadal,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,$3.874,$1.318,0.06,2.23,3,11
Roger Federer,Philipp Kohlschreiber,Roger Federer,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,$1.228,$4.940,0.43,-0.06,2,1
Tommy Haas,Kevin Anderson,Tommy Haas,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.930,$2.004,0.16,0.21,2,3
Rafael Nadal,John Isner,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,F,$1.234,$4.835,0.79,0,3,0
Rafael Nadal,Grigor Dimitrov,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,$1.168,$6.217,0.99,-0.47,5,12
Kei Nishikori,Feliciano Lopez,Feliciano Lopez,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.429,$3.151,1.86,-2.03,12,14
Milos Raonic,John Isner,John Isner,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,$2.289,$1.724,0.12,-0.11,2,2
Tommy Robredo,Stan Wawrinka,Tommy Robredo,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,$3.178,$1.424,0.58,-0.04,8,12
Stan Wawrinka,Andreas Seppi,Stan Wawrinka,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.416,$3.219,0.44,-0.16,7,1
Mikhail Youzhny,Ernests Gulbis,Mikhail Youzhny,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$2.494,$1.623,-0.05,0.16,1,10
Tomas Berdych,Rafael Nadal,Rafael Nadal,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,S,$3.668,$1.343,-0.16,1.4,11,6
Tomas Berdych,Andy Murray,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,Q,$3.156,$1.428,0.39,0.63,15,16
Gael Monfils,Fabio Fognini,Fabio Fognini,Aug 18 2013,Umag,S,$2.662,$1.559,1.84,-1.56,10,9
Tommy Robredo,Tomas Berdych,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,$4.996,$1.224,0.47,-0.06,15,9
Nicolas Almagro,Grigor Dimitrov,Grigor Dimitrov,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.860,$2.086,-0.17,0,2,0
Tomas Berdych,Stan Wawrinka,Stan Wawrinka,Aug 26 2013,US Open Slam,Round of 16,$1.373,$3.467,0.47,-0.59,12,9
Novak Djokovic,Mikhail Youzhny,Novak Djokovic,Aug 26 2013,US Open Slam,Quarter Final,$1.040,$17.000,1.1,-1.39,7,15
Richard Gasquet,David Ferrer,Richard Gasquet,Aug 26 2013,US Open Slam,Quarter Final,$3.194,$1.421,-0.06,0.1,1,1
Richard Gasquet,Milos Raonic,Richard Gasquet,Aug 26 2013,US Open Slam,Round of 16,$2.197,$1.780,0.17,0,3,0
Richard Gasquet,John Isner,John Isner,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R32,$1.884,$2.057,0.14,0,4,0
Tommy Haas,Roger Federer,Roger Federer,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R16,$3.184,$1.423,-0.5,1.67,5,13
Lleyton Hewitt,Juan Martin del Potro,Lleyton Hewitt,Aug 26 2013,US Open Slam,Round of 64,$8.377,$1.114,0.25,-0.23,7,9
John Isner,Gael Monfils,John Isner,Aug 26 2013,US Open Slam,Round of 64,$1.424,$3.178,0.03,0.08,4,3
Gael Monfils,Alexandr Dolgopolov,Gael Monfils,Aug 26 2013,Winston-Salem,S,$1.613,$2.519,0.18,-0.05,6,12
Gael Monfils,Fernando Verdasco,Gael Monfils,Aug 26 2013,Winston-Salem,Q,$1.698,$2.337,0.05,-0.12,6,4
Rafael Nadal,Novak Djokovic,Rafael Nadal,Aug 26 2013,US Open Slam,Final,$1.755,$2.236,1.93,0.84,20,15
Rafael Nadal,Novak Djokovic,Rafael Nadal,Aug 26 2013,US Open Slam,Final,$1.755,$2.236,1.93,0.84,20,15
Rafael Nadal,Philipp Kohlschreiber,Rafael Nadal,Aug 26 2013,US Open Slam,Round of 16,$1.055,$14.400,0,-1.39,0,15
Milos Raonic,Feliciano Lopez,Milos Raonic,Aug 26 2013,US Open Slam,Round of 32,$1.437,$3.114,0.5,0.04,5,1
Tommy Robredo,Roger Federer,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 16,$15.130,$1.052,-0.07,0.23,3,4
Tommy Robredo,Gael Monfils,Gael Monfils,Aug 26 2013,Winston-Salem,R16,$2.523,$1.611,0.44,-0.71,15,17
Stan Wawrinka,Andy Murray,Stan Wawrinka,Aug 26 2013,US Open Slam,Quarter Final,$4.080,$1.290,1.25,1.11,7,15
Stan Wawrinka,Novak Djokovic,Novak Djokovic,Aug 26 2013,US Open Slam,Semi Final,$5.170,$1.220,0.3,0,3,0
Mikhail Youzhny,Lleyton Hewitt,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 16,$1.594,$2.567,-0.97,0.7,14,7
Mikhail Youzhny,Alexandr Dolgopolov,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 64,$1.646,$2.442,-0.06,-0.03,3,4
Mikhail Youzhny,Andy Murray,Andy Murray,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R32,$5.147,$1.215,-1.08,1.87,8,18
Roberto Bautista Agut,David Ferrer,David Ferrer,Aug 26 2013,US Open Slam,Round of 64,$5.965,$1.177,-0.74,0.94,9,11
Philipp Kohlschreiber,John Isner,Philipp Kohlschreiber,Aug 26 2013,US Open Slam,Round of 32,$3.600,$1.353,0.01,-0.08,2,3
Novak Djokovic,Milos Raonic,Novak Djokovic,Sep 13 2013,Davis Cup,Reverse Singles,$1.059,$13.683,0.34,0,7,0
Fernando Verdasco,Alexandr Dolgopolov,Fernando Verdasco,Sep 13 2013,Davis Cup,Singles,$1.550,$2.400,1.01,-1.66,9,18
Jo-Wilfried Tsonga,Gilles Simon,Gilles Simon,Sep 16 2013,Metz,F,$1.415,$3.222,1.28,-1.69,6,13
Tomas Berdych,Gilles Simon,Tomas Berdych,Sep 23 2013,Bangkok,S,$1.373,$3.467,0,1.25,0,12
Tomas Berdych,Roberto Bautista Agut,Tomas Berdych,Sep 23 2013,Bangkok,R16,$1.200,$5.448,0.1,0.05,1,12
Richard Gasquet,Mikhail Youzhny,Richard Gasquet,Sep 23 2013,Bangkok,Q,$1.680,$2.370,3.19,0.56,33,41
Richard Gasquet,Rafael Nadal,Rafael Nadal,Sep 23 2013,US Open Slam,Semi Final,$12.500,$1.070,-0.15,0,1,0
Milos Raonic,Feliciano Lopez,Milos Raonic,Sep 23 2013,Bangkok,Q,$1.506,$2.834,2.24,-1.2,17,10
Nicolas Almagro,Kei Nishikori,Nicolas Almagro,Sep 30 2013,Tokyo,Q,$2.691,$1.550,-0.06,0,1,0
Juan Martin Del Potro,Alexandr Dolgopolov,Juan Martin Del Potro,Sep 30 2013,Tokyo,Q,$1.231,$4.879,-0.01,0.52,10,7
Novak Djokovic,Fernando Verdasco,Novak Djokovic,Sep 30 2013,Beijing,R16,$1.054,$14.612,0.64,-0.08,4,1
Richard Gasquet,David Ferrer,Richard Gasquet,Sep 30 2013,Beijing,Q,$1.958,$1.976,1.45,0.35,17,9
Richard Gasquet,Milos Raonic,Milos Raonic,Sep 30 2013,Bangkok,S,$1.875,$2.067,0.65,0.52,15,13
Tommy Haas,Mikhail Youzhny,Mikhail Youzhny,Sep 30 2013,US Open Slam,Round of 32,$1.527,$2.762,-0.06,0.23,22,31
Rafael Nadal,Fabio Fognini,Rafael Nadal,Sep 30 2013,Beijing,Q,$1.065,$12.872,3.99,-1.51,23,21
Rafael Nadal,Philipp Kohlschreiber,Rafael Nadal,Sep 30 2013,Beijing,R16,$1.068,$12.462,1.14,-1.22,10,8
Kei Nishikori,Feliciano Lopez,Kei Nishikori,Sep 30 2013,Tokyo,R16,$1.454,$3.036,0.54,-0.98,24,26
Milos Raonic,Juan Martin Del Potro,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,$2.289,$1.724,1.66,-6.93889390391e-18,14,12
Jo-Wilfried Tsonga,Gael Monfils,Jo-Wilfried Tsonga,Sep 30 2013,Tokyo,R32,$1.543,$2.712,0.01,0.18,3,7
Stan Wawrinka,Andreas Seppi,Stan Wawrinka,Sep 30 2013,Beijing,R32,$1.216,$5.132,1.6,-2.02,14,13
Roberto Bautista Agut,Grigor Dimitrov,Roberto Bautista Agut,Sep 30 2013,Beijing,R32,$2.407,$1.663,-0.12,0.13,2,3
Roberto Bautista Agut,John Isner,John Isner,Sep 30 2013,Beijing,R16,$2.781,$1.521,-0.59,-0.06,18,4
Nicolas Almagro,Jeremy Chardy,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.417,$3.212,0.09,0,3,0
Nicolas Almagro,Juan Martin Del Potro,Juan Martin Del Potro,Oct 6 2013,Tokyo,S,$4.033,$1.300,-0.17,0.03,4,1
Tomas Berdych,Nicolas Almagro,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$1.395,$3.334,0,-0.83,0,16
Tomas Berdych,Feliciano Lopez,Tomas Berdych,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.491,$2.889,0.23,-0.26,2,3
Novak Djokovic,Gael Monfils,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,$1.093,$9.817,0.37,0,1,0
Novak Djokovic,Fabio Fognini,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$1.085,$10.460,3.74,-2.06,11,12
Roger Federer,Andreas Seppi,Roger Federer,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.182,$5.857,0.24,-0.43,5,3
Richard Gasquet,Novak Djokovic,Novak Djokovic,Oct 6 2013,Beijing,S,$8.672,$1.109,-0.24,3.0,2,9
Tommy Haas,Lleyton Hewitt,Lleyton Hewitt,Oct 6 2013,Beijing,R32,$1.589,$2.579,0.37,-0.06,2,3
Lleyton Hewitt,Andreas Seppi,Andreas Seppi,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,$1.636,$2.465,-0.01,-0.05,4,1
Rafael Nadal,Juan Martin Del Potro,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,$1.325,$3.814,1.15,-0.82,7,13
Rafael Nadal,Alexandr Dolgopolov,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.116,$8.289,0.09,-0.39,1,2
Kei Nishikori,Grigor Dimitrov,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,$1.735,$2.269,0.21,-0.25,2,1
Milos Raonic,Fernando Verdasco,Milos Raonic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.466,$2.985,1.31,-0.6,19,16
Stan Wawrinka,Rafael Nadal,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,$5.327,$1.206,-0.08,5.21,8,26
Stan Wawrinka,Milos Raonic,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$2.067,$1.875,0.07,-0.21,3,1
Stan Wawrinka,Kevin Anderson,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.397,$3.323,0.18,-0.22,2,2
Philipp Kohlschreiber,Juan Martin Del Potro,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$4.493,$1.259,-0.01,-0.08,3,3
Jeremy Chardy,Ernests Gulbis,Ernests Gulbis,Oct 14 2013,Stockholm,R32,$3.911,$1.313,-0.15,0.07,1,2
Grigor Dimitrov,David Ferrer,Grigor Dimitrov,Oct 14 2013,Stockholm,F,$2.480,$1.629,-0.03,-0.16,1,1
Ernests Gulbis,David Ferrer,David Ferrer,Oct 14 2013,Stockholm,S,$1.976,$1.958,0,0,0,0
Jerzy Janowicz,Ernests Gulbis,Ernests Gulbis,Oct 14 2013,Stockholm,Q,$2.370,$1.680,0.05,0.01,2,1
Nicolas Almagro,Fabio Fognini,Nicolas Almagro,Oct 21 2013,Valencia,Q,$1.445,$3.075,-0.77,1.6,13,15
Nicolas Almagro,Juan Martin Del Potro,Juan Martin Del Potro,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,Q,$3.014,$1.459,-0.61,0.21,10,7
Grigor Dimitrov,Alexandr Dolgopolov,Grigor Dimitrov,Oct 21 2013,Basel,R16,$1.452,$3.046,-0.17,-0.11,1,3
Roger Federer,Grigor Dimitrov,Roger Federer,Oct 21 2013,Basel,Q,$1.464,$2.996,0.19,-0.03,2,2
Roger Federer,Gael Monfils,Gael Monfils,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,$1.325,$3.814,0.12,-0.09,1,1
John Isner,Jeremy Chardy,Jeremy Chardy,Oct 21 2013,Valencia,R16,$1.429,$3.151,0.06,-0.32,5,4
John Isner,Ernests Gulbis,John Isner,Oct 21 2013,Valencia,R32,$2.364,$1.683,-0.41,1.85,5,12
Kei Nishikori,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,$2.390,$1.671,0.63,0,7,0
Roberto Bautista Agut,Kevin Anderson,Roberto Bautista Agut,Oct 21 2013,Valencia,R32,$2.230,$1.759,-0.09,0.05,1,2
Jerzy Janowicz,David Ferrer,David Ferrer,Oct 21 2013,Valencia,Q,$4.169,$1.287,-1.67,0.25,13,1
Philipp Kohlschreiber,Mikhail Youzhny,Mikhail Youzhny,Oct 21 2013,Valencia,R16,$1.884,$2.057,-0.11,0.26,15,12
Tomas Berdych,David Ferrer,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.958,$1.976,0.0,-0.14,2,2
Tomas Berdych,Milos Raonic,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$2.087,$1.859,0.08,-0.59,1,14
Marin Cilic,Juan Martin Del Potro,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$3.824,$1.324,0.17,0.35,3,4
Juan Martin Del Potro,Grigor Dimitrov,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.362,$3.538,0.44,-1.8,12,13
Novak Djokovic,John Isner,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.171,$6.134,0.66,0.78,14,19
Novak Djokovic,Juan Martin Del Potro,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,F,$1.378,$3.431,0.87,-1.01,17,24
Roger Federer,Juan Martin Del Potro,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.948,$1.985,0.31,-0.44,3,24
Roger Federer,Philipp Kohlschreiber,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.248,$4.632,1.88,-1.36,8,9
Roger Federer,Kevin Anderson,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$1.176,$5.989,0.08,-0.31,2,3
Roger Federer,Juan Martin Del Potro,Juan Martin Del Potro,Oct 28 2013,Basel,F,$2.207,$1.773,1.74,0.74,12,11
Richard Gasquet,Kei Nishikori,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.479,$2.933,1.81,1.54,23,17
Richard Gasquet,Fernando Verdasco,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$1.345,$3.654,0.27,0.21,5,2
Tommy Haas,Philipp Kohlschreiber,Philipp Kohlschreiber,Oct 28 2013,Valencia,R32,$1.683,$2.364,1.8,-1.77,17,17
Rafael Nadal,Jerzy Janowicz,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.180,$5.894,0.28,-1.63,11,14
Rafael Nadal,David Ferrer,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,$1.155,$6.609,1.82,-0.25,16,5
Kei Nishikori,Jo-Wilfried Tsonga,Kei Nishikori,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$3.026,$1.456,-0.01,1.7,11,8
Fernando Verdasco,Ernests Gulbis,Fernando Verdasco,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,$2.690,$1.550,2.83,0.63,41,22
Stan Wawrinka,Novak Djokovic,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$5.701,$1.188,-0.27,0.41,14,16
Stan Wawrinka,Nicolas Almagro,Stan Wawrinka,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.609,$2.528,0.52,-0.96,6,15
Stan Wawrinka,Feliciano Lopez,Stan Wawrinka,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$1.359,$3.557,-0.44,0.74,22,12
Mikhail Youzhny,David Ferrer,Mikhail Youzhny,Oct 28 2013,Valencia,F,$3.945,$1.310,-0.09,0.97,1,7
Philipp Kohlschreiber,Andreas Seppi,Philipp Kohlschreiber,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,$1.799,$2.168,-0.06,0.15,6,2
Novak Djokovic,David Ferrer,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,F,$1.171,$6.134,0.5,-0.09,4,3
Roger Federer,Novak Djokovic,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,S,$3.964,$1.308,0.23,0.04,12,1
Richard Gasquet,Rafael Nadal,Rafael Nadal,Nov 4 2013,ATP World Tour Masters 1000 Paris,Q,$5.407,$1.202,-1.21,1.42,12,12
Rafael Nadal,Novak Djokovic,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,F,$2.571,$1.592,1.87,4.58,28,31
Stan Wawrinka,Novak Djokovic,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,S,$5.658,$1.190,-0.41,2.04,15,20
Tomas Berdych,Novak Djokovic,Novak Djokovic,Nov 15 2013,Davis Cup,Reverse Singles,$10.342,$1.087,-0.32,2.6,15,29
Tommy Robredo,Fabio Fognini,Fabio Fognini,Dec 28 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.691,$2.350,-0.32,0.97,2,13
Tommy Robredo,Fabio Fognini,Fabio Fognini,Dec 28 2013,Beijing,R32,$1.467,$2.983,-1.44,0.56,11,5
Marin Cilic,Kei Nishikori,Kei Nishikori,Dec 30 2013,Brisbane,Q,$1.816,$2.144,-0.13,1.28,18,11
Marin Cilic,Grigor Dimitrov,Marin Cilic,Dec 30 2013,Brisbane,R16,$2.394,$1.669,0.06,0,4,0
Roger Federer,Jeremy Chardy,Roger Federer,Dec 30 2013,Brisbane,S,$1.082,$10.735,0.18,-0.06,3,2
Roger Federer,Rafael Nadal,Rafael Nadal,Dec 30 2013,Barclays ATP World Tour Finals,S,$3.693,$1.340,-0.17,4.76,12,27
David Ferrer,Alexandr Dolgopolov,David Ferrer,Dec 30 2013,Doha,R32,$1.220,$5.059,0.71,-3.13,9,29
Lleyton Hewitt,Kei Nishikori,Lleyton Hewitt,Dec 30 2013,Brisbane,S,$2.437,$1.648,0,0,0,0
Lleyton Hewitt,Feliciano Lopez,Lleyton Hewitt,Dec 30 2013,Brisbane,R16,$1.550,$2.690,-0.2,0.47,5,3
Rafael Nadal,Gael Monfils,Rafael Nadal,Dec 30 2013,Doha,F,$1.411,$3.245,0.11,-0.09,2,1
Rafael Nadal,Ernests Gulbis,Rafael Nadal,Dec 30 2013,Doha,Q,$1.237,$4.792,0.12,0.2,13,15
Gilles Simon,David Ferrer,David Ferrer,Dec 30 2013,ATP World Tour Masters 1000 Paris,R16,$3.467,$1.373,-0.41,0.18,2,2
Tommy Haas,Philipp Kohlschreiber,Philipp Kohlschreiber,Jan 6 2014,ATP World Tour Masters 1000 Paris,R32,$1.706,$2.322,2.11,-0.64,23,25
Gael Monfils,David Ferrer,David Ferrer,Jan 6 2014,Valencia,R32,$2.717,$1.541,-0.03,0.43,2,2
Richard Gasquet,Gael Monfils,Gael Monfils,Jan 7 2014,Doha,R16,$2.465,$1.636,1.02,-0.8,15,14
Mikhail Youzhny,Kevin Anderson,Kevin Anderson,Jan 7 2014,ATP World Tour Masters 1000 Paris,R64,$1.538,$2.727,1.33,0.14,9,4
Tomas Berdych,Stan Wawrinka,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,$2.145,$1.815,0.2,0.48,25,21
Tomas Berdych,David Ferrer,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,$1.554,$2.460,-0.36,0.44,17,16
Tomas Berdych,Kevin Anderson,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,$1.109,$4.837,0.72,-0.02,17,9
Tomas Berdych,Kevin Anderson,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,$1.109,$6.753,0.72,-0.72,17,17
Jeremy Chardy,David Ferrer,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,$3.334,$1.395,-0.11,0.7,3,3
Jeremy Chardy,Alexandr Dolgopolov,Jeremy Chardy,Jan 13 2014,Australian Open Slam,Round of 64,$2.260,$1.741,-1.65,2.61,13,15
Marin Cilic,Gilles Simon,Gilles Simon,Jan 13 2014,Australian Open Slam,Round of 64,$1.275,$4.292,0.09,-0.16,1,4
Novak Djokovic,Fabio Fognini,Novak Djokovic,Jan 13 2014,Australian Open Slam,Round of 16,$1.013,$15.802,4.89,-2.46,16,14
