p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
60.0,35.0,Philipp Kohlschreiber,$1.068,Rafael Nadal,Sep 30 2013,Beijing,R16,Rafael Nadal,false,26.0,cluster_2
48.0,38.0,Santiago Giraldo,$1.031,Rafael Nadal,Sep 30 2013,Beijing,R32,Rafael Nadal,false,28.0,cluster_1
66.0,43.0,Juan Martin Del Potro,$1.325,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,Rafael Nadal,false,14.0,cluster_3
63.0,27.0,Stan Wawrinka,$1.206,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Rafael Nadal,false,19.0,cluster_0
56.0,29.0,Carlos Berlocq,$1.042,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Rafael Nadal,false,20.0,cluster_2
60.0,22.0,Alexandr Dolgopolov,$1.116,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Rafael Nadal,false,21.0,cluster_0
48.0,28.0,Richard Gasquet,$1.202,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Rafael Nadal,false,9.0,cluster_4
62.0,35.0,Jerzy Janowicz,$1.180,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Rafael Nadal,false,10.0,cluster_2
61.0,19.0,Marcel Granollers,$1.105,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Rafael Nadal,false,13.0,cluster_0
67.0,40.0,David Ferrer,$1.155,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,Rafael Nadal,false,90.0,cluster_3
68.0,44.0,Novak Djokovic,$2.571,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,F,Rafael Nadal,false,80.0,cluster_3
59.0,26.0,Roger Federer,$1.340,Rafael Nadal,Nov 4 2013,Barclays ATP World Tour Finals,S,Rafael Nadal,false,85.0,cluster_0
60.0,24.0,Gael Monfils,$1.411,Rafael Nadal,Dec 30 2013,Doha,F,Rafael Nadal,false,67.0,cluster_0
54.0,36.0,Peter Gojowczyk,$1.018,Rafael Nadal,Dec 30 2013,Doha,S,Rafael Nadal,false,68.0,cluster_2
59.0,36.0,Ernests Gulbis,$1.237,Rafael Nadal,Dec 30 2013,Doha,Q,Rafael Nadal,false,73.0,cluster_2
62.0,29.0,Tobias Kamke,$1.042,Rafael Nadal,Dec 30 2013,Doha,R16,Rafael Nadal,false,74.0,cluster_2
54.0,35.0,Lukas Rosol,$1.058,Rafael Nadal,Dec 30 2013,Doha,R32,Rafael Nadal,false,79.0,cluster_2
71.0,44.0,Stan Wawrinka,$1.175,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,Rafael Nadal,false,54.0,cluster_3
60.0,27.0,Roger Federer,$1.654,Rafael Nadal,Jan 13 2014,Australian Open Slam,Semi Final,Rafael Nadal,false,55.0,cluster_0
62.0,29.0,Grigor Dimitrov,$1.114,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,Rafael Nadal,false,58.0,cluster_2
58.0,35.0,Kei Nishikori,$1.029,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 16,Rafael Nadal,false,59.0,cluster_2
50.0,27.0,Gael Monfils,$1.100,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 32,Rafael Nadal,false,60.0,cluster_4
55.0,24.0,Thanasi Kokkinakis,$1.018,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 64,Rafael Nadal,false,62.0,cluster_0
64.0,23.0,Bernard Tomic,$1.065,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 128,Rafael Nadal,false,63.0,cluster_0
58.0,29.0,Alexandr Dolgopolov,$1.183,Rafael Nadal,Feb 17 2014,Rio de Janeiro,F,Rafael Nadal,false,41.0,cluster_2
65.0,38.0,Pablo Andujar,$1.028,Rafael Nadal,Feb 17 2014,Rio de Janeiro,S,Rafael Nadal,false,42.0,cluster_3
42.0,34.0,Joao Sousa,$1.018,Rafael Nadal,Feb 17 2014,Rio de Janeiro,Q,Rafael Nadal,false,46.0,cluster_4
40.0,39.0,Albert Montanes,$1.036,Rafael Nadal,Feb 17 2014,Rio de Janeiro,R16,Rafael Nadal,false,50.0,cluster_1
57.0,27.0,Daniel Gimeno-Traver,$1.040,Rafael Nadal,Feb 17 2014,Rio de Janeiro,R32,Rafael Nadal,false,53.0,cluster_0
59.0,35.0,Alexandr Dolgopolov,$1.129,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Rafael Nadal,false,36.0,cluster_2
60.0,32.0,Radek Stepanek,$1.057,Rafael Nadal,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Rafael Nadal,false,37.0,cluster_2
59.0,29.0,Milos Raonic,$1.145,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Rafael Nadal,false,27.0,cluster_2
36.0,25.0,Denis Istomin,$1.061,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Rafael Nadal,false,31.0,cluster_4
52.0,17.0,Lleyton Hewitt,$1.072,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Rafael Nadal,false,35.0,cluster_0
58.0,46.0,David Ferrer,$1.106,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Rafael Nadal,false,18.0,cluster_3
44.0,31.0,Andreas Seppi,$1.014,Rafael Nadal,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Rafael Nadal,false,22.0,cluster_4
