p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
54.0,31.0,Benjamin Becker,$1.011,Andy Murray,Jun 24 2013,Wimbledon Slam,Round of 128,Andy Murray,false,3.0,cluster_1
52.0,39.0,Novak Djokovic,$2.495,Andy Murray,Jun 24 2013,Wimbledon Slam,Final,Andy Murray,false,78.0,cluster_1
62.0,26.0,Jerzy Janowicz,$1.216,Andy Murray,Jun 24 2013,Wimbledon Slam,Semi Final,Andy Murray,false,79.0,cluster_2
62.0,30.0,Fernando Verdasco,$1.093,Andy Murray,Jun 24 2013,Wimbledon Slam,Quarter Final,Andy Murray,false,84.0,cluster_2
56.0,34.0,Mikhail Youzhny,$1.077,Andy Murray,Jun 24 2013,Wimbledon Slam,Round of 16,Andy Murray,false,85.0,cluster_1
66.0,42.0,Ernests Gulbis,$1.190,Ernests Gulbis,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,Andy Murray,false,74.0,cluster_3
57.0,36.0,Marcel Granollers,$1.096,Andy Murray,Aug 5 2013,ATP World Tour Masters 1000 Canada,R32,Andy Murray,false,75.0,cluster_1
69.0,35.0,Tomas Berdych,$1.428,Tomas Berdych,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,Andy Murray,false,69.0,cluster_3
50.0,28.0,Julien Benneteau,$1.073,Andy Murray,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,Andy Murray,false,70.0,cluster_4
48.0,32.0,Mikhail Youzhny,$1.215,Andy Murray,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Andy Murray,false,73.0,cluster_4
75.0,46.0,Stan Wawrinka,$1.290,Stan Wawrinka,Aug 26 2013,US Open Slam,Quarter Final,Andy Murray,false,62.0,cluster_3
61.0,33.0,Denis Istomin,$1.077,Andy Murray,Aug 26 2013,US Open Slam,Round of 16,Andy Murray,false,63.0,cluster_2
60.0,23.0,Florian Mayer,$1.033,Andy Murray,Aug 26 2013,US Open Slam,Round of 32,Andy Murray,false,66.0,cluster_2
58.0,29.0,Leonardo Mayer,$1.042,Andy Murray,Aug 26 2013,US Open Slam,Round of 64,Andy Murray,false,67.0,cluster_2
52.0,26.0,Michael Llodra,$1.024,Andy Murray,Aug 26 2013,US Open Slam,Round of 128,Andy Murray,false,68.0,cluster_4
55.0,28.0,Ivan Dodig,$1.130,Andy Murray,Sep 13 2013,Davis Cup,Reverse Singles,Andy Murray,false,57.0,cluster_2
47.0,31.0,Borna Coric,$1.010,Andy Murray,Sep 13 2013,Davis Cup,Singles,Andy Murray,false,61.0,cluster_4
65.0,40.0,Florian Mayer,$1.152,Florian Mayer,Dec 30 2013,Doha,R16,Andy Murray,false,52.0,cluster_3
73.0,40.0,Roger Federer,$2.289,Roger Federer,Jan 13 2014,Australian Open Slam,Quarter Final,Andy Murray,false,46.0,cluster_3
54.0,33.0,Stephane Robert,$1.010,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 16,Andy Murray,false,47.0,cluster_1
60.0,27.0,Feliciano Lopez,$1.107,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 32,Andy Murray,false,48.0,cluster_2
45.0,31.0,Vincent Millot,$1.018,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 64,Andy Murray,false,50.0,cluster_4
46.0,25.0,Go Soeda,$1.030,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 128,Andy Murray,false,51.0,cluster_4
72.0,29.0,Marin Cilic,$1.530,Marin Cilic,Feb 10 2014,Rotterdam,Q,Andy Murray,false,40.0,cluster_3
60.0,38.0,Dominic Thiem,$1.070,Andy Murray,Feb 10 2014,Rotterdam,R16,Andy Murray,false,41.0,cluster_0
55.0,28.0,Edouard Roger-Vasselin,$1.107,Andy Murray,Feb 10 2014,Rotterdam,R32,Andy Murray,false,42.0,cluster_2
70.0,29.0,Grigor Dimitrov,$1.498,Grigor Dimitrov,Feb 24 2014,Acapulco,S,Andy Murray,false,34.0,cluster_3
55.0,42.0,Gilles Simon,$1.155,Andy Murray,Feb 24 2014,Acapulco,Q,Andy Murray,false,35.0,cluster_0
54.0,32.0,Joao Sousa,$1.068,Andy Murray,Feb 24 2014,Acapulco,R16,Andy Murray,false,37.0,cluster_1
50.0,39.0,Pablo Andujar,$1.104,Andy Murray,Feb 24 2014,Acapulco,R32,Andy Murray,false,38.0,cluster_1
72.0,37.0,Milos Raonic,$1.719,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Andy Murray,false,27.0,cluster_3
52.0,45.0,Jiri Vesely,$1.104,Andy Murray,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Andy Murray,false,30.0,cluster_0
56.0,32.0,Lukas Rosol,$1.081,Andy Murray,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Andy Murray,false,31.0,cluster_2
68.0,41.0,Novak Djokovic,$3.902,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Andy Murray,false,22.0,cluster_3
46.0,31.0,Feliciano Lopez,$1.214,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Andy Murray,false,25.0,cluster_4
48.0,34.0,Matthew Ebden,$1.082,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Andy Murray,false,26.0,cluster_1
72.0,44.0,Fabio Fognini,$1.417,Fabio Fognini,Apr 4 2014,Davis Cup,Reverse Singles,Andy Murray,false,19.0,cluster_3
54.0,36.0,Andreas Seppi,$1.213,Andy Murray,Apr 4 2014,Davis Cup,Singles,Andy Murray,false,20.0,cluster_1
74.0,41.0,Santiago Giraldo,$1.474,Santiago Giraldo,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Andy Murray,false,14.0,cluster_3
62.0,36.0,Nicolas Almagro,$1.922,Andy Murray,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Andy Murray,false,15.0,cluster_0
62.0,43.0,Rafael Nadal,$6.361,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Andy Murray,false,9.0,cluster_0
56.0,36.0,Jurgen Melzer,$1.219,Andy Murray,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Andy Murray,false,10.0,cluster_1
56.0,24.0,Marcel Granollers,$1.351,Andy Murray,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Andy Murray,false,13.0,cluster_2
54.0,43.0,Andrey Golubev,$1.089,Andy Murray,May 21 2014,French Open Slam,Round of 128,Andy Murray,false,8.0,cluster_0
