tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Valencia,Alexandr Dolgopolov,David Ferrer,David Ferrer,F,108,6,52,84,42,29,57,20,,,,,,,64,28,4,70,70,73,15,,50,,,,,,,71,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=573&y=2012&r=7&p=F401
ATP World Tour Masters 1000 Indian Wells,Alexandr Dolgopolov,Tim Smyczek,Alexandr Dolgopolov,R64,88,9,50,74,48,41,51,60,,,,,,,61,41,4,69,58,56,25,,28,,,,,,,58,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=2&p=D801
ATP World Tour Masters 1000 Indian Wells,Alexandr Dolgopolov,Milos Raonic,Alexandr Dolgopolov,Q,79,6,53,89,52,28,48,33,,,,,,,72,38,4,61,71,45,10,,100,,,,,,,61,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=5&p=D801
ATP World Tour Masters 1000 Miami,Alexandr Dolgopolov,Jarkko Nieminen,Alexandr Dolgopolov,R64,72,2,56,67,66,48,33,36,,,,,,,67,46,2,61,51,57,32,,16,,,,,,,53,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=2&p=D801
ATP World Tour Masters 1000 Indian Wells,Alexandr Dolgopolov,Roger Federer,Roger Federer,S,62,2,39,66,37,25,62,0,,,,,,,49,23,7,72,74,83,33,,44,,,,,,,76,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=6&p=F324
ATP World Tour Masters 1000 Paris,Alexandr Dolgopolov,Igor Sijsling,Igor Sijsling,R64,60,4,50,70,45,8,54,0,,,,,,,58,21,9,45,91,67,29,,42,,,,,,,78,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=2&p=SF36
Brisbane,Alexandr Dolgopolov,Jarkko Nieminen,Alexandr Dolgopolov,R16,54,6,61,77,71,57,28,44,,,,,,,75,55,0,65,42,46,22,,0,,,,,,,44,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=4&p=D801
Brisbane,Alexandr Dolgopolov,Kei Nishikori,Kei Nishikori,Q,87,4,59,67,62,20,37,33,,,,,,,65,25,5,61,79,66,32,,50,,,,,,,74,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=5&p=N552
Memphis,Alexandr Dolgopolov,Rhyne Williams,Alexandr Dolgopolov,R16,131,6,41,82,60,30,39,23,,,,,,,69,38,15,62,69,47,17,,66,,,,,,,61,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=4&p=D801
Memphis,Alexandr Dolgopolov,Bjorn Phau,Alexandr Dolgopolov,R32,65,7,54,86,60,22,40,28,,,,,,,74,35,7,61,77,45,13,,0,,,,,,,64,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=3&p=D801
