tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
French Open Slam,Jerzy Janowicz,Victor Estrella Burgos,Jerzy Janowicz,Round of 128,143,15,58,83,47,38,53,55,44,67,14,20,193,153,68,40,3,66,62,57,17,,50,18,44,5,13,168,150,60,32,http://www.tennisinsight.com/match_stats_popup.php?matchID=185934160
Poznan,Jerzy Janowicz,Marek Michalicka,Jerzy Janowicz,R16,78,4,58,78,59,36,40,50,,,,,,,70,36,4,62,63,65,21,,0,,,,,,,63,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=786&y=2012&r=4&p=J397
Szczecin,Jerzy Janowicz,Artem Smirnov,Jerzy Janowicz,R16,79,1,66,79,30,47,70,38,,,,,,,62,53,3,60,52,38,20,,33,,,,,,,46,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=448&y=2012&r=4&p=J397
Szczecin,Jerzy Janowicz,Yannick Mertens,Jerzy Janowicz,R32,134,15,53,81,58,24,41,28,,,,,,,70,37,2,56,75,45,18,,33,,,,,,,62,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=448&y=2012&r=3&p=J397
Poznan,Jerzy Janowicz,Jonathan Dasnieres de Veigy,Jerzy Janowicz,F,84,1,55,69,57,37,42,66,,,,,,,64,46,4,66,62,36,30,,25,,,,,,,53,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=786&y=2012&r=7&p=J397
Australian Open Slam,Jerzy Janowicz,Florian Mayer,Florian Mayer,Round of 32,98,3,53,69,41,9,32,0,34,44,11,15,186,151,56,16,17,68,91,68,31,59,45,38,7,12,13,165,132,84,44,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704311
French Open Slam,Jerzy Janowicz,Jarkko Nieminen,Jerzy Janowicz,Round of 64,134,6,63,79,46,32,54,33,51,39,17,27,193,156,67,44,9,67,68,32,21,,38,31,19,14,20,180,133,56,33,http://www.tennisinsight.com/match_stats_popup.php?matchID=185934230
Mons,Jerzy Janowicz,Daniel Brands,Jerzy Janowicz,R32,71,6,64,89,87,24,12,28,,,,,,,88,37,12,73,75,27,10,,0,,,,,,,62,11,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3350&y=2012&r=3&p=J397
Szczecin,Jerzy Janowicz,Inigo Cervantes,Inigo Cervantes,Q,76,4,67,59,42,14,57,100,,,,,,,53,24,0,60,85,61,40,,44,,,,,,,75,46,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=448&y=2012&r=5&p=CA33
Mons,Jerzy Janowicz,Tobias Kamke,Tobias Kamke,Q,76,7,71,63,26,19,73,14,,,,,,,52,31,3,53,80,55,36,,100,,,,,,,68,47,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3350&y=2012&r=5&p=K839
Moscow,Jerzy Janowicz,Benjamin Becker,Jerzy Janowicz,R32,94,6,53,77,58,35,41,57,,,,,,,68,44,3,57,64,42,22,,40,,,,,,,55,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=438&y=2012&r=3&p=J397
Moscow,Jerzy Janowicz,Carlos Berlocq,Jerzy Janowicz,R16,70,8,75,86,83,37,16,66,,,,,,,85,31,3,56,62,76,13,,0,,,,,,,68,14,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=438&y=2012&r=4&p=J397
Mons,Jerzy Janowicz,Evgeny Donskoy,Jerzy Janowicz,R16,175,17,52,82,57,21,42,60,,,,,,,70,35,4,59,78,42,17,,40,,,,,,,64,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3350&y=2012&r=4&p=J397
Moscow,Jerzy Janowicz,Thomaz Bellucci,Thomaz Bellucci,Q,106,7,65,74,52,35,47,33,,,,,,,66,34,6,74,64,70,25,,50,,,,,,,65,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=438&y=2012&r=5&p=BD20
ATP World Tour Masters 1000 Indian Wells,Jerzy Janowicz,Richard Gasquet,Richard Gasquet,R32,66,4,41,68,51,12,48,0,,,,,,,58,24,2,64,87,55,31,,42,,,,,,,76,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=3&p=G628
Marseille,Jerzy Janowicz,Tomas Berdych,Tomas Berdych,Q,115,16,79,79,43,15,56,0,,,,,,,72,25,11,59,84,60,20,,66,,,,,,,74,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=5&p=BA47
ATP World Tour Masters 1000 Paris,Jerzy Janowicz,Philipp Kohlschreiber,Jerzy Janowicz,R64,83,9,54,90,64,25,35,50,,,,,,,78,26,5,55,74,71,9,,0,,,,,,,73,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=2&p=J397
ATP World Tour Masters 1000 Indian Wells,Jerzy Janowicz,David Nalbandian,Jerzy Janowicz,R64,150,11,57,67,46,35,53,38,,,,,,,58,41,2,58,64,50,32,,71,,,,,,,58,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=2&p=J397
Barcelona,Jerzy Janowicz,Albert Ramos,Albert Ramos,R32,111,4,60,73,39,22,60,50,,,,,,,60,26,5,62,77,66,26,,80,,,,,,,73,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2013&r=3&p=R772
ATP World Tour Masters 1000 Miami,Jerzy Janowicz,Thomaz Bellucci,Thomaz Bellucci,R64,146,10,56,81,39,35,60,42,,,,,,,63,36,9,45,64,63,18,,42,,,,,,,64,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=2&p=BD20
ATP World Tour Masters 1000 Monte Carlo,Jerzy Janowicz,Kevin Anderson,Kevin Anderson,R64,108,8,51,82,45,33,54,33,,,,,,,64,32,6,60,66,67,17,,37,,,,,,,67,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=2&p=A678
ATP World Tour Masters 1000 Madrid,Jerzy Janowicz,Sam Querrey,Jerzy Janowicz,R64,69,7,57,87,62,23,37,66,,,,,,,77,35,4,64,76,42,12,,0,,,,,,,64,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=2&p=J397
ATP World Tour Masters 1000 Madrid,Jerzy Janowicz,Tomas Berdych,Tomas Berdych,R32,135,10,71,70,48,30,52,11,,,,,,,64,38,10,66,69,45,29,,50,,,,,,,61,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=3&p=BA47
