tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Quimper,Roberto Bautista Agut,Romain Jouan,Roberto Bautista Agut,R16,70,3,66,88,72,24,27,33,,,,,,,83,38,13,63,75,37,11,,0,,,,,,,61,16,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6239&y=2013&r=4&p=BD06
Quimper,Roberto Bautista Agut,Maxime Authom,Roberto Bautista Agut,R32,79,5,74,72,53,36,46,50,,,,,,,67,45,5,61,63,39,27,,50,,,,,,,54,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6239&y=2013&r=3&p=BD06
Marseille,Roberto Bautista Agut,Gilles Simon,Gilles Simon,R16,68,0,72,47,13,27,86,75,,,,,,,38,38,4,50,72,50,52,,70,,,,,,,61,61,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=4&p=SD32
Dubai,Roberto Bautista Agut,Novak Djokovic,Novak Djokovic,R16,91,3,59,56,41,23,58,33,,,,,,,50,28,6,65,76,61,44,,40,,,,,,,71,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2013&r=4&p=D643
ATP World Tour Masters 1000 Indian Wells,Roberto Bautista Agut,Wayne Odesnik,Wayne Odesnik,R128,91,2,70,68,45,31,55,100,,,,,,,61,30,4,64,68,71,31,,50,,,,,,,69,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=1&p=O234
ATP World Tour Masters 1000 Miami,Roberto Bautista Agut,Grega Zemlja,Grega Zemlja,R128,40,0,64,62,66,50,33,100,,,,,,,64,53,0,53,50,42,37,,33,,,,,,,46,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=1&p=Z189
ATP World Tour Masters 1000 Monte Carlo,Roberto Bautista Agut,Florian Mayer,Florian Mayer,R32,133,0,77,60,45,39,54,40,,,,,,,56,41,3,64,60,55,40,,27,,,,,,,59,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=3&p=MB02
Casablanca,Roberto Bautista Agut,Robin Haase,Robin Haase,R32,139,1,72,65,45,31,54,60,,,,,,,59,38,5,60,68,50,34,,66,,,,,,,61,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=360&y=2013&r=3&p=H756
ATP World Tour Masters 1000 Monte Carlo,Roberto Bautista Agut,Gilles Simon,Roberto Bautista Agut,R64,116,0,78,49,50,47,50,70,,,,,,,49,58,2,50,52,29,50,,40,,,,,,,41,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=2&p=BD06
Dusseldorf,Roberto Bautista Agut,Jarkko Nieminen,Jarkko Nieminen,R16,153,0,78,53,50,41,50,38,,,,,,,52,44,2,71,58,50,46,,42,,,,,,,55,47,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6710&y=2013&r=4&p=N289
