tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Nice,Ernests Gulbis,Federico Delbonis,Ernests Gulbis,F,99,9,53,91,53,38,53,33,,,,,,,73,39,1,64,61,58,8,,0,,,,,,,60,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6120&y=2014&r=7&p=G858
Delray Beach,Ernests Gulbis,Sam Querrey,Ernests Gulbis,R16,134,14,60,77,40,25,40,75,,,,,,,63,35,11,56,74,51,22,,27,,,,,,,64,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2013&r=4&p=G858
Delray Beach,Ernests Gulbis,Tommy Haas,Ernests Gulbis,S,135,7,69,74,47,34,47,100,,,,,,,65,36,1,51,65,61,25,,20,,,,,,,63,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2013&r=6&p=G858
Delray Beach,Ernests Gulbis,James Blake,Ernests Gulbis,R32,73,8,56,69,45,42,45,41,,,,,,,58,59,4,45,57,25,30,,100,,,,,,,40,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2013&r=3&p=G858
Delray Beach,Ernests Gulbis,Daniel Munoz-De La Nava,Ernests Gulbis,Q,76,5,48,91,61,38,61,37,,,,,,,76,46,2,53,61,43,8,,0,,,,,,,53,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2013&r=5&p=G858
Delray Beach,Ernests Gulbis,Edouard Roger-Vasselin,Ernests Gulbis,F,96,5,67,79,47,35,47,57,,,,,,,68,43,2,52,64,48,20,,66,,,,,,,56,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2013&r=7&p=G858
ATP World Tour Masters 1000 Indian Wells,Ernests Gulbis,Feliciano Lopez,Ernests Gulbis,R128,73,8,56,83,52,41,52,57,,,,,,,69,49,1,54,58,41,16,,20,,,,,,,50,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=1&p=G858
ATP World Tour Masters 1000 Indian Wells,Ernests Gulbis,Janko Tipsarevic,Ernests Gulbis,R64,48,3,67,77,69,62,69,62,,,,,,,75,58,1,79,37,57,22,,0,,,,,,,41,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=2&p=G858
ATP World Tour Masters 1000 Indian Wells,Ernests Gulbis,Andreas Seppi,Ernests Gulbis,R32,128,8,59,81,41,36,41,36,,,,,,,65,39,3,51,63,57,18,,60,,,,,,,60,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=3&p=G858
ATP World Tour Masters 1000 Indian Wells,Ernests Gulbis,Rafael Nadal,Rafael Nadal,R16,153,8,66,75,41,24,41,50,,,,,,,64,35,2,66,75,41,24,,37,,,,,,,64,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=4&p=N409
Barcelona,Ernests Gulbis,Milos Raonic,Milos Raonic,R16,94,4,60,59,58,27,58,0,,,,,,,58,29,7,71,72,63,40,,28,,,,,,,70,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2013&r=4&p=R975
Australian Open Slam,Ernests Gulbis,Juan Monaco,Ernests Gulbis,Round of 128,189,17,53,78,47,25,47,60,59,79,16,28,208,161,63,32,0,76,75,44,22,,25,16,35,9,13,166,142,68,37,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704160
Australian Open Slam,Ernests Gulbis,Sam Querrey,Sam Querrey,Round of 64,97,7,46,66,51,12,51,33,19,41,6,11,204,170,58,21,19,72,88,55,34,49,56,30,21,6,11,200,144,79,42,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704230
