p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
57.0,49.0,Marinko Matosevic,false,$1.454,Marinko Matosevic,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R64,51.0,cluster_1
72.0,46.0,Ruben Ramirez Hidalgo,false,$1.244,Ruben Ramirez Hidalgo,Apr 8 2013,Houston,R16,52.0,cluster_4
59.0,31.0,Steve Johnson,false,$1.269,Fernando Verdasco,Apr 8 2013,Houston,R32,53.0,cluster_0
60.0,44.0,Alejandro Falla,false,$1.669,Alejandro Falla,Mar 18 2013,ATP World Tour Masters 1000 Miami,R64,54.0,cluster_1
68.0,62.0,Jarkko Nieminen,false,$2.048,Jarkko Nieminen,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R64,55.0,cluster_4
72.0,40.0,Tim Smyczek,false,$1.451,Tim Smyczek,Feb 18 2013,San Jose,R32,56.0,cluster_3
69.0,36.0,Kevin Anderson,false,$2.167,Kevin Anderson,Feb 18 2013,Australian Open Slam,Round of 32,57.0,cluster_3
45.0,34.0,Xavier Malisse,false,$1.611,Fernando Verdasco,Jan 14 2013,Australian Open Slam,Round of 64,58.0,cluster_2
60.0,35.0,David Goffin,false,$1.730,Fernando Verdasco,Jan 14 2013,Australian Open Slam,Round of 128,59.0,cluster_1
74.0,42.0,Denis Istomin,false,$1.875,Denis Istomin,Jan 14 2013,Sydney,R16,60.0,cluster_3
83.0,60.0,Sam Querrey,false,$2.573,Sam Querrey,Oct 29 2012,ATP World Tour Masters 1000 Paris,R64,61.0,cluster_4
76.0,48.0,Marin Cilic,false,$2.492,Marin Cilic,Oct 21 2012,Valencia,R16,62.0,cluster_4
51.0,36.0,Tommy Robredo,false,$1.316,Fernando Verdasco,Oct 21 2012,Valencia,R32,63.0,cluster_2
68.0,40.0,Marin Cilic,false,$2.350,Marin Cilic,Oct 7 2012,ATP World Tour Masters 1000 Shanghai,R16,64.0,cluster_3
60.0,29.0,Juan Monaco,false,$2.421,Fernando Verdasco,Oct 7 2012,ATP World Tour Masters 1000 Shanghai,R32,65.0,cluster_0
50.0,36.0,Go Soeda,false,$1.327,Fernando Verdasco,Oct 7 2012,ATP World Tour Masters 1000 Shanghai,R64,66.0,cluster_2
70.0,27.0,Sam Querrey,false,$2.177,Sam Querrey,Oct 1 2012,Beijing,R32,67.0,cluster_3
