p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
58.0,23.0,Grigor Dimitrov,false,$1.860,Richard Gasquet,May 12 2013,ATP World Tour Masters 1000 Rome,R32,49.0,cluster_1
63.0,22.0,Sam Querrey,false,$1.261,Richard Gasquet,May 12 2013,ATP World Tour Masters 1000 Rome,R64,50.0,cluster_1
59.0,44.0,Daniel Gimeno-Traver,false,$1.190,Daniel Gimeno-Traver,May 5 2013,ATP World Tour Masters 1000 Madrid,R32,51.0,cluster_4
67.0,48.0,Fabio Fognini,false,$1.376,Fabio Fognini,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,Q,52.0,cluster_0
53.0,38.0,Marin Cilic,false,$1.680,Richard Gasquet,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R16,53.0,cluster_4
53.0,34.0,Benoit Paire,false,$1.228,Richard Gasquet,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R32,54.0,cluster_2
66.0,49.0,Andy Murray,false,$4.205,Andy Murray,Mar 18 2013,ATP World Tour Masters 1000 Miami,S,55.0,cluster_0
60.0,30.0,Tomas Berdych,false,$3.071,Richard Gasquet,Mar 18 2013,ATP World Tour Masters 1000 Miami,Q,56.0,cluster_4
59.0,30.0,Nicolas Almagro,false,$1.845,Richard Gasquet,Mar 18 2013,ATP World Tour Masters 1000 Miami,R16,57.0,cluster_4
51.0,35.0,Mikhail Youzhny,false,$1.272,Richard Gasquet,Mar 18 2013,ATP World Tour Masters 1000 Miami,R32,58.0,cluster_2
51.0,32.0,Olivier Rochus,false,$1.138,Richard Gasquet,Mar 18 2013,ATP World Tour Masters 1000 Miami,R64,59.0,cluster_2
62.0,50.0,Tomas Berdych,false,$2.509,Tomas Berdych,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R16,60.0,cluster_0
58.0,24.0,Jerzy Janowicz,false,$1.352,Richard Gasquet,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R32,61.0,cluster_1
55.0,31.0,Bernard Tomic,false,$1.482,Richard Gasquet,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R64,62.0,cluster_2
65.0,25.0,Gilles Muller,false,$1.129,Gilles Muller,Feb 18 2013,Marseille,R32,63.0,cluster_1
71.0,36.0,Marcos Baghdatis,false,$1.527,Marcos Baghdatis,Feb 11 2013,Rotterdam,R16,64.0,cluster_3
52.0,29.0,Viktor Troicki,false,$1.180,Richard Gasquet,Feb 11 2013,Rotterdam,R32,65.0,cluster_2
50.0,21.0,Benoit Paire,false,$1.274,Richard Gasquet,Feb 4 2013,Montpellier,F,66.0,cluster_2
57.0,33.0,Jarkko Nieminen,false,$1.270,Richard Gasquet,Feb 4 2013,Montpellier,S,67.0,cluster_4
46.0,35.0,Julien Benneteau,false,$1.423,Richard Gasquet,Feb 4 2013,Montpellier,Q,68.0,cluster_2
58.0,36.0,Gael Monfils,false,$1.630,Richard Gasquet,Feb 4 2013,Montpellier,R16,69.0,cluster_4
70.0,34.0,Jo-Wilfried Tsonga,false,$2.837,Jo-Wilfried Tsonga,Jan 14 2013,Australian Open Slam,Round of 16,70.0,cluster_3
58.0,29.0,Ivan Dodig,false,$1.104,Richard Gasquet,Jan 14 2013,Australian Open Slam,Round of 32,71.0,cluster_4
49.0,28.0,Alejandro Falla,false,$1.116,Richard Gasquet,Jan 14 2013,Australian Open Slam,Round of 64,72.0,cluster_2
53.0,22.0,Albert Montanes,false,$1.025,Richard Gasquet,Jan 14 2013,Australian Open Slam,Round of 128,73.0,cluster_2
57.0,37.0,Nikolay Davydenko,false,$2.380,Richard Gasquet,Dec 31 2012,Doha,F,74.0,cluster_4
63.0,25.0,Daniel Brands,false,$1.264,Richard Gasquet,Dec 31 2012,Doha,S,75.0,cluster_1
44.0,35.0,Lukas Lacko,false,$1.364,Richard Gasquet,Dec 31 2012,Doha,Q,76.0,cluster_2
65.0,31.0,Grega Zemlja,false,$1.183,Richard Gasquet,Dec 31 2012,Doha,R16,77.0,cluster_4
59.0,33.0,Jan Hernych,false,$1.123,Richard Gasquet,Dec 31 2012,Doha,R32,78.0,cluster_4
75.0,33.0,Kevin Anderson,false,$1.521,Kevin Anderson,Oct 29 2012,ATP World Tour Masters 1000 Paris,R32,79.0,cluster_3
67.0,55.0,Juan Martin Del Potro,false,$2.847,Juan Martin Del Potro,Oct 22 2012,Basel,S,80.0,cluster_0
60.0,30.0,Mikhail Youzhny,false,$1.806,Richard Gasquet,Oct 22 2012,Basel,Q,81.0,cluster_4
59.0,14.0,Marco Chiudinelli,false,$1.154,Richard Gasquet,Oct 22 2012,Basel,R16,82.0,cluster_1
