p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
69.0,41.0,Denis Istomin,false,$1.958,Denis Istomin,Dec 31 2012,Brisbane,R16,49.0,cluster_2
56.0,27.0,Igor Kunitsyn,false,$1.278,Lleyton Hewitt,Dec 31 2012,Brisbane,R32,50.0,cluster_0
63.0,48.0,Ivan Dodig,false,$2.096,Ivan Dodig,Oct 21 2012,Valencia,R16,51.0,cluster_4
48.0,41.0,Juan Monaco,false,$3.659,Lleyton Hewitt,Oct 21 2012,Valencia,R32,52.0,cluster_3
66.0,50.0,Nicolas Almagro,false,$3.233,Nicolas Almagro,Oct 15 2012,Stockholm,Q,53.0,cluster_4
54.0,45.0,Jarkko Nieminen,false,$2.411,Lleyton Hewitt,Oct 15 2012,Stockholm,R16,54.0,cluster_3
61.0,34.0,Kevin Anderson,false,$3.294,Lleyton Hewitt,Oct 15 2012,Stockholm,R32,55.0,cluster_0
80.0,40.0,Radek Stepanek,false,$2.421,Radek Stepanek,Oct 7 2012,ATP World Tour Masters 1000 Shanghai,R64,56.0,cluster_2
71.0,43.0,David Ferrer,false,$10.643,David Ferrer,Aug 27 2012,US Open Slam,Round of 32,57.0,cluster_2
69.0,34.0,Gilles Muller,false,$1.655,Lleyton Hewitt,Aug 27 2012,US Open Slam,Round of 64,58.0,cluster_2
52.0,40.0,Tobias Kamke,false,$1.316,Lleyton Hewitt,Aug 27 2012,US Open Slam,Round of 128,59.0,cluster_3
67.0,58.0,Viktor Troicki,false,$1.634,Viktor Troicki,Aug 13 2012,ATP World Tour Masters 1000 Cincinnati,R32,60.0,cluster_4
59.0,31.0,Mikhail Youzhny,false,$2.756,Lleyton Hewitt,Aug 13 2012,ATP World Tour Masters 1000 Cincinnati,R64,61.0,cluster_0
68.0,37.0,Novak Djokovic,false,$12.673,Novak Djokovic,Jul 30 2012,Olympics ATP,Round of 16,62.0,cluster_2
61.0,22.0,Sergiy Stakhovsky,false,$1.346,Lleyton Hewitt,Jul 30 2012,Olympics ATP,Round of 64,63.0,cluster_0
73.0,36.0,John Isner,false,$2.929,John Isner,Jul 9 2012,Newport,F,64.0,cluster_2
53.0,35.0,Rajeev Ram,false,$1.459,Lleyton Hewitt,Jul 9 2012,Newport,S,65.0,cluster_3
50.0,37.0,Dudi Sela,false,$1.441,Lleyton Hewitt,Jul 9 2012,Newport,Q,66.0,cluster_3
52.0,39.0,Tim Smyczek,false,$1.338,Lleyton Hewitt,Jul 9 2012,Newport,R16,67.0,cluster_3
31.0,31.0,Vasek Pospisil,false,$1.495,Lleyton Hewitt,Jul 9 2012,Newport,R32,68.0,cluster_1
75.0,41.0,Jo-Wilfried Tsonga,false,$7.780,Jo-Wilfried Tsonga,Jun 25 2012,Wimbledon Slam,Round of 128,69.0,cluster_2
83.0,43.0,Ivo Karlovic,false,$1.752,Ivo Karlovic,Jun 11 2012,London / Queen's Club,R64,70.0,cluster_2
64.0,43.0,Blaz Kavcic,false,$2.350,Blaz Kavcic,May 27 2012,Roland Garros,R128,71.0,cluster_4
67.0,47.0,Novak Djokovic,false,$21.300,Novak Djokovic,Jan 16 2012,Australian Open Slam,Round of 16,72.0,cluster_4
65.0,35.0,Milos Raonic,false,$3.355,Lleyton Hewitt,Jan 16 2012,Australian Open Slam,Round of 32,73.0,cluster_2
63.0,31.0,Andy Roddick,false,$4.350,Lleyton Hewitt,Jan 16 2012,Australian Open Slam,Round of 64,74.0,cluster_0
60.0,36.0,Cedrik-Marcel Stebe,false,$1.395,Lleyton Hewitt,Jan 16 2012,Australian Open Slam,Round of 128,75.0,cluster_0
63.0,45.0,Viktor Troicki,false,$2.634,Viktor Troicki,Jan 9 2012,Sydney ATP,Round of 32,76.0,cluster_4
