p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
74.0,48.0,Juan Martin Del Potro,$3.395,Juan Martin Del Potro,Aug 27 2012,ATP World Tour Masters 1000 Cincinnati,Q,Jeremy Chardy,false,74.0,cluster_5
59.0,37.0,Sergiy Stakhovsky,$1.780,Jeremy Chardy,Aug 26 2013,US Open Slam,Round of 128,Jeremy Chardy,false,75.0,cluster_1
65.0,38.0,Feliciano Lopez,$2.159,Feliciano Lopez,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Jeremy Chardy,false,76.0,cluster_8
56.0,40.0,Andy Murray,$14.195,Jeremy Chardy,Aug 13 2012,ATP World Tour Masters 1000 Cincinnati,R16,Jeremy Chardy,false,77.0,cluster_9
56.0,30.0,Denis Istomin,$2.827,Jeremy Chardy,Aug 13 2012,ATP World Tour Masters 1000 Cincinnati,R32,Jeremy Chardy,false,78.0,cluster_1
60.0,24.0,Andy Roddick,$4.705,Jeremy Chardy,Aug 13 2012,ATP World Tour Masters 1000 Cincinnati,R64,Jeremy Chardy,false,79.0,cluster_7
53.0,27.0,Adrian Mannarino,$1.681,Jeremy Chardy,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,Jeremy Chardy,false,80.0,cluster_6
71.0,36.0,Milos Raonic,$4.330,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R64,Jeremy Chardy,false,81.0,cluster_8
64.0,44.0,Dmitry Tursunov,$1.435,Dmitry Tursunov,Jul 15 2013,Hamburg,R32,Jeremy Chardy,false,82.0,cluster_3
70.0,37.0,Michael Berrer,$1.327,Michael Berrer,Jul 8 2013,Stuttgart,R16,Jeremy Chardy,false,83.0,cluster_8
61.0,50.0,Marcel Granollers,$2.157,Marcel Granollers,Aug 13 2012,ATP World Tour Masters 1000 Canada,R16,Jeremy Chardy,false,84.0,cluster_4
72.0,28.0,Jo-Wilfried Tsonga,$6.349,Jeremy Chardy,Aug 6 2012,ATP World Tour Masters 1000 Canada,R32,Jeremy Chardy,false,85.0,cluster_0
52.0,37.0,Donald Young,$1.423,Jeremy Chardy,Aug 6 2012,ATP World Tour Masters 1000 Canada,R64,Jeremy Chardy,false,86.0,cluster_9
65.0,27.0,Jan-Lennard Struff,$1.296,Jeremy Chardy,Jun 24 2013,Wimbledon Slam,Round of 64,Jeremy Chardy,false,87.0,cluster_7
78.0,44.0,Xavier Malisse,$2.583,Xavier Malisse,Aug 6 2012,Washington,R16,Jeremy Chardy,false,88.0,cluster_2
68.0,32.0,Edouard Roger-Vasselin,$1.483,Jeremy Chardy,Jul 30 2012,Washington,R32,Jeremy Chardy,false,89.0,cluster_8
67.0,48.0,Juan Monaco,$3.862,Juan Monaco,Jul 30 2012,Hamburg,Q,Jeremy Chardy,false,90.0,cluster_5
59.0,31.0,Julian Reister,$1.453,Jeremy Chardy,Jul 16 2012,Hamburg,R16,Jeremy Chardy,false,91.0,cluster_1
57.0,27.0,Albert Montanes,$1.677,Jeremy Chardy,Jul 16 2012,Hamburg,R32,Jeremy Chardy,false,92.0,cluster_6
