p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
69.0,54.0,Novak Djokovic,$19.689,Novak Djokovic,Feb 25 2013,Dubai,Q,Andreas Seppi,false,69.0,cluster_8
58.0,33.0,Lukas Rosol,$1.408,Andreas Seppi,Feb 25 2013,Dubai,R16,Andreas Seppi,false,70.0,cluster_0
47.0,40.0,Paul-Henri Mathieu,$1.593,Andreas Seppi,Feb 25 2013,Dubai,R32,Andreas Seppi,false,71.0,cluster_5
67.0,36.0,Matthias Bachinger,$1.278,Matthias Bachinger,Feb 11 2013,Rotterdam,R32,Andreas Seppi,false,72.0,cluster_9
66.0,43.0,Jeremy Chardy,$1.585,Jeremy Chardy,Feb 4 2013,Australian Open Slam,Round of 16,Andreas Seppi,false,73.0,cluster_9
58.0,41.0,Marin Cilic,$3.114,Andreas Seppi,Jan 14 2013,Australian Open Slam,Round of 32,Andreas Seppi,false,74.0,cluster_6
69.0,28.0,Denis Istomin,$1.931,Andreas Seppi,Jan 14 2013,Australian Open Slam,Round of 64,Andreas Seppi,false,75.0,cluster_4
58.0,24.0,Horacio Zeballos,$1.242,Andreas Seppi,Jan 14 2013,Australian Open Slam,Round of 128,Andreas Seppi,false,76.0,cluster_3
58.0,18.0,Marcel Granollers,$1.846,Andreas Seppi,Jan 7 2013,Sydney,Q,Andreas Seppi,false,77.0,cluster_3
56.0,33.0,John Millman,$1.498,Andreas Seppi,Jan 7 2013,Sydney,R16,Andreas Seppi,false,78.0,cluster_0
70.0,45.0,Benjamin Becker,$1.310,Benjamin Becker,Dec 31 2012,Ortisei,F,Andreas Seppi,false,79.0,cluster_7
56.0,26.0,Edouard Roger-Vasselin,$1.300,Andreas Seppi,Nov 5 2012,Ortisei,S,Andreas Seppi,false,80.0,cluster_0
63.0,20.0,Pierre-Hugues Herbert,$1.090,Andreas Seppi,Nov 5 2012,Ortisei,Q,Andreas Seppi,false,81.0,cluster_3
66.0,20.0,Jan Mertl,$1.210,Andreas Seppi,Nov 5 2012,Ortisei,R16,Andreas Seppi,false,82.0,cluster_3
