p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
70.0,21.0,Juan Martin Del Potro,false,$2.289,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,61.0,cluster_1
62.0,24.0,Ivan Dodig,false,$1.524,Milos Raonic,Sep 30 2013,Tokyo,S,62.0,cluster_0
56.0,21.0,Lukas Lacko,false,$1.131,Milos Raonic,Sep 30 2013,Tokyo,Q,64.0,cluster_4
59.0,14.0,Jeremy Chardy,false,$1.218,Milos Raonic,Sep 30 2013,Tokyo,R16,65.0,cluster_4
65.0,15.0,Go Soeda,false,$1.145,Milos Raonic,Sep 30 2013,Tokyo,R32,66.0,cluster_1
80.0,25.0,Stan Wawrinka,false,$1.875,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,54.0,cluster_2
72.0,27.0,Fernando Verdasco,false,$1.466,Milos Raonic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,55.0,cluster_2
67.0,21.0,Michal Przysiezny,false,$1.137,Milos Raonic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,60.0,cluster_1
66.0,37.0,Benoit Paire,false,$1.219,Benoit Paire,Oct 14 2013,Stockholm,Q,49.0,cluster_3
62.0,20.0,Joachim Johansson,false,$1.228,Milos Raonic,Oct 14 2013,Stockholm,R16,50.0,cluster_4
73.0,34.0,Tomas Berdych,false,$1.859,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,44.0,cluster_2
65.0,14.0,Robin Haase,false,$1.306,Milos Raonic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,48.0,cluster_1
80.0,32.0,Grigor Dimitrov,false,$1.726,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,39.0,cluster_2
68.0,23.0,Victor Hanescu,false,$1.158,Milos Raonic,Jan 13 2014,Australian Open Slam,Round of 64,42.0,cluster_1
56.0,28.0,Daniel Gimeno-Traver,false,$1.048,Milos Raonic,Jan 13 2014,Australian Open Slam,Round of 128,43.0,cluster_0
72.0,38.0,Alexandr Dolgopolov,false,$1.806,Alexandr Dolgopolov,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,33.0,cluster_3
62.0,27.0,Andy Murray,false,$2.298,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,35.0,cluster_0
58.0,20.0,Alejandro Falla,false,$1.305,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,36.0,cluster_4
72.0,23.0,Edouard Roger-Vasselin,false,$1.564,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,37.0,cluster_1
70.0,40.0,Rafael Nadal,false,$6.958,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,26.0,cluster_3
60.0,26.0,Benjamin Becker,false,$1.116,Milos Raonic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,29.0,cluster_0
48.0,13.0,Guillermo Garcia-Lopez,false,$1.207,Milos Raonic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,30.0,cluster_4
74.0,15.0,Jack Sock,false,$1.268,Milos Raonic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,32.0,cluster_1
73.0,32.0,Stan Wawrinka,false,$3.353,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,16.0,cluster_2
65.0,22.0,Tommy Robredo,false,$2.116,Milos Raonic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,20.0,cluster_1
53.0,27.0,Yen-Hsun Lu,false,$1.165,Milos Raonic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,23.0,cluster_0
68.0,40.0,Carlos Berlocq,false,$1.324,Carlos Berlocq,Apr 28 2014,Oeiras,Q,11.0,cluster_3
54.0,23.0,Pablo Cuevas,false,$1.397,Milos Raonic,Apr 28 2014,Oeiras,R16,15.0,cluster_4
70.0,30.0,Kei Nishikori,false,$2.834,Kei Nishikori,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,6.0,cluster_2
60.0,20.0,Jeremy Chardy,false,$1.340,Milos Raonic,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,10.0,cluster_4
61.0,30.0,Jeremy Chardy,false,$1.359,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,1.0,cluster_0
73.0,28.0,Jo-Wilfried Tsonga,false,$1.967,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,R16,4.0,cluster_2
71.0,29.0,Simone Bolelli,false,$1.314,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,R32,5.0,cluster_2
