p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
60.0,28.0,Steve Johnson,false,$1.621,Kevin Anderson,Feb 17 2014,Delray Beach,S,23.0,cluster_1
59.0,27.0,Marinko Matosevic,false,$1.521,Kevin Anderson,Feb 17 2014,Delray Beach,Q,24.0,cluster_1
58.0,29.0,Tim Smyczek,false,$1.372,Kevin Anderson,Feb 17 2014,Delray Beach,R32,28.0,cluster_1
69.0,34.0,Grigor Dimitrov,false,$2.915,Grigor Dimitrov,Feb 24 2014,Acapulco,F,12.0,cluster_4
63.0,22.0,Alexandr Dolgopolov,false,$2.752,Kevin Anderson,Feb 24 2014,Acapulco,S,13.0,cluster_1
59.0,42.0,David Ferrer,false,$3.555,Kevin Anderson,Feb 24 2014,Acapulco,Q,15.0,cluster_3
64.0,16.0,Sam Querrey,false,$1.527,Kevin Anderson,Feb 24 2014,Acapulco,R16,16.0,cluster_1
68.0,22.0,Stephane Robert,false,$1.313,Kevin Anderson,Feb 24 2014,Acapulco,R32,20.0,cluster_4
82.0,44.0,Roger Federer,false,$5.209,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,4.0,cluster_0
57.0,39.0,Stan Wawrinka,false,$4.426,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,5.0,cluster_3
54.0,36.0,Evgeny Donskoy,false,$1.226,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,6.0,cluster_3
66.0,30.0,Lleyton Hewitt,false,$1.376,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,9.0,cluster_4
60.0,13.0,Horacio Zeballos,false,$1.135,Kevin Anderson,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,1.0,cluster_1
