p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
62.0,33.0,Leonardo Mayer,false,$1.049,Tomas Berdych,Sep 13 2013,Davis Cup,Singles,40.0,cluster_4
81.0,22.0,Milos Raonic,false,$1.588,Milos Raonic,Sep 23 2013,Bangkok,F,36.0,cluster_0
53.0,37.0,Gilles Simon,false,$1.373,Tomas Berdych,Sep 23 2013,Bangkok,S,37.0,cluster_3
62.0,32.0,Yen-Hsun Lu,false,$1.174,Tomas Berdych,Sep 23 2013,Bangkok,Q,38.0,cluster_4
56.0,29.0,Roberto Bautista Agut,false,$1.200,Tomas Berdych,Sep 23 2013,Bangkok,R16,39.0,cluster_1
52.0,57.0,Rafael Nadal,false,$4.415,Rafael Nadal,Sep 30 2013,Beijing,S,33.0,cluster_2
52.0,40.0,John Isner,false,$1.467,Tomas Berdych,Sep 30 2013,Beijing,Q,34.0,cluster_3
52.0,35.0,Pablo Andujar,false,$1.083,Tomas Berdych,Sep 30 2013,Beijing,R32,35.0,cluster_3
73.0,29.0,Nicolas Almagro,false,$1.395,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,31.0,cluster_0
62.0,20.0,Feliciano Lopez,false,$1.491,Tomas Berdych,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,32.0,cluster_1
47.0,32.0,Pablo Andujar,false,$1.057,Tomas Berdych,Oct 21 2013,ATP World Tour Masters 1000 Paris,R32,29.0,cluster_3
69.0,21.0,Ivo Karlovic,false,$1.249,Ivo Karlovic,Oct 21 2013,Basel,R32,30.0,cluster_0
65.0,37.0,David Ferrer,false,$1.958,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,27.0,cluster_4
65.0,26.0,Milos Raonic,false,$2.087,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,28.0,cluster_4
65.0,22.0,Dusan Lajovic,false,$1.028,Tomas Berdych,Nov 4 2013,Davis Cup,Singles,26.0,cluster_1
74.0,22.0,Ivo Karlovic,false,$1.215,Ivo Karlovic,Nov 15 2013,Doha,R32,24.0,cluster_0
75.0,37.0,Novak Djokovic,false,$10.342,Novak Djokovic,Nov 15 2013,Davis Cup,Reverse Singles,25.0,cluster_0
58.0,18.0,Aleksandr Nedovyesov,false,$1.024,Tomas Berdych,Jan 7 2014,Australian Open Slam,Round of 128,23.0,cluster_1
72.0,28.0,Stan Wawrinka,false,$2.145,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,18.0,cluster_0
58.0,39.0,David Ferrer,false,$1.554,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,19.0,cluster_4
56.0,24.0,Kevin Anderson,false,$1.109,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,20.0,cluster_1
53.0,22.0,Damir Dzumhur,false,$1.033,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 32,21.0,cluster_1
51.0,21.0,Kenny De Schepper,false,$1.036,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 64,22.0,cluster_1
59.0,23.0,Marin Cilic,false,$1.472,Tomas Berdych,Feb 10 2014,Rotterdam,F,13.0,cluster_1
58.0,28.0,Ernests Gulbis,false,$1.574,Tomas Berdych,Feb 10 2014,Rotterdam,S,14.0,cluster_1
59.0,31.0,Jerzy Janowicz,false,$1.366,Tomas Berdych,Feb 10 2014,Rotterdam,Q,15.0,cluster_4
60.0,17.0,Nicolas Mahut,false,$1.105,Tomas Berdych,Feb 10 2014,Rotterdam,R16,16.0,cluster_1
55.0,16.0,Andreas Seppi,false,$1.132,Tomas Berdych,Feb 10 2014,Rotterdam,R32,17.0,cluster_1
65.0,44.0,Roger Federer,false,$2.298,Roger Federer,Feb 24 2014,Dubai,F,8.0,cluster_2
65.0,28.0,Philipp Kohlschreiber,false,$1.152,Tomas Berdych,Feb 24 2014,Dubai,S,9.0,cluster_4
62.0,29.0,Jo-Wilfried Tsonga,false,$1.384,Tomas Berdych,Feb 24 2014,Dubai,Q,10.0,cluster_4
45.0,27.0,Sergiy Stakhovsky,false,$1.082,Tomas Berdych,Feb 24 2014,Dubai,R16,11.0,cluster_3
58.0,22.0,Marius Copil,false,$1.041,Tomas Berdych,Feb 24 2014,Dubai,R32,12.0,cluster_1
59.0,43.0,Roberto Bautista Agut,false,$1.147,Roberto Bautista Agut,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,7.0,cluster_2
57.0,28.0,Alexandr Dolgopolov,false,$1.376,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,3.0,cluster_1
58.0,23.0,John Isner,false,$1.412,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,4.0,cluster_1
50.0,34.0,Joao Sousa,false,$1.082,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,5.0,cluster_3
55.0,24.0,Stephane Robert,false,$1.065,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,6.0,cluster_1
62.0,48.0,Guillermo Garcia-Lopez,false,$1.258,Guillermo Garcia-Lopez,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,1.0,cluster_2
55.0,29.0,Dmitry Tursunov,false,$1.096,Tomas Berdych,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,2.0,cluster_1
