p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
50.0,28.0,Julien Benneteau,false,$1.073,Andy Murray,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,64.0,cluster_4
48.0,32.0,Mikhail Youzhny,false,$1.215,Andy Murray,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,67.0,cluster_4
75.0,46.0,Stan Wawrinka,false,$1.290,Stan Wawrinka,Aug 26 2013,US Open Slam,Quarter Final,56.0,cluster_0
61.0,33.0,Denis Istomin,false,$1.077,Andy Murray,Aug 26 2013,US Open Slam,Round of 16,57.0,cluster_3
60.0,23.0,Florian Mayer,false,$1.033,Andy Murray,Aug 26 2013,US Open Slam,Round of 32,60.0,cluster_3
58.0,29.0,Leonardo Mayer,false,$1.042,Andy Murray,Aug 26 2013,US Open Slam,Round of 64,61.0,cluster_3
52.0,26.0,Michael Llodra,false,$1.024,Andy Murray,Aug 26 2013,US Open Slam,Round of 128,62.0,cluster_4
55.0,28.0,Ivan Dodig,false,$1.130,Andy Murray,Sep 13 2013,Davis Cup,Reverse Singles,51.0,cluster_4
47.0,31.0,Borna Coric,false,$1.010,Andy Murray,Sep 13 2013,Davis Cup,Singles,55.0,cluster_4
65.0,40.0,Florian Mayer,false,$1.152,Florian Mayer,Dec 30 2013,Doha,R16,45.0,cluster_0
26.0,25.0,Mousa Shanan Zayed,false,$1.001,Andy Murray,Dec 30 2013,Doha,R32,50.0,cluster_1
73.0,40.0,Roger Federer,false,$2.289,Roger Federer,Jan 13 2014,Australian Open Slam,Quarter Final,39.0,cluster_0
54.0,33.0,Stephane Robert,false,$1.010,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 16,40.0,cluster_4
60.0,27.0,Feliciano Lopez,false,$1.107,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 32,41.0,cluster_3
45.0,31.0,Vincent Millot,false,$1.018,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 64,43.0,cluster_4
46.0,25.0,Go Soeda,false,$1.030,Andy Murray,Jan 13 2014,Australian Open Slam,Round of 128,44.0,cluster_4
72.0,29.0,Marin Cilic,false,$1.530,Marin Cilic,Feb 10 2014,Rotterdam,Q,33.0,cluster_3
60.0,38.0,Dominic Thiem,false,$1.070,Andy Murray,Feb 10 2014,Rotterdam,R16,34.0,cluster_2
55.0,28.0,Edouard Roger-Vasselin,false,$1.107,Andy Murray,Feb 10 2014,Rotterdam,R32,35.0,cluster_4
70.0,29.0,Grigor Dimitrov,false,$1.498,Grigor Dimitrov,Feb 24 2014,Acapulco,S,27.0,cluster_3
