p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
57.0,20.0,Alex Bogomolov Jr.,false,$1.381,Tommy Robredo,Jun 24 2013,Wimbledon Slam,Round of 128,40.0,cluster_4
75.0,41.0,Andy Murray,false,$16.054,Andy Murray,Jul 8 2013,Wimbledon Slam,Round of 32,38.0,cluster_0
82.0,37.0,Albert Ramos,false,$1.550,Albert Ramos,Jul 15 2013,Bastad,R16,37.0,cluster_0
59.0,38.0,Andreas Seppi,false,$1.592,Tommy Robredo,Jul 22 2013,Umag,S,32.0,cluster_1
50.0,32.0,Aljaz Bedene,false,$1.457,Tommy Robredo,Jul 22 2013,Umag,Q,33.0,cluster_3
51.0,17.0,Viktor Troicki,false,$1.619,Tommy Robredo,Jul 22 2013,Umag,R16,34.0,cluster_3
49.0,31.0,Jan Hajek,false,$1.350,Tommy Robredo,Jul 22 2013,Umag,R32,35.0,cluster_3
71.0,39.0,Federico Delbonis,false,$1.706,Federico Delbonis,Jul 22 2013,Hamburg,R32,36.0,cluster_0
58.0,37.0,Stan Wawrinka,false,$3.178,Tommy Robredo,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,29.0,cluster_1
65.0,26.0,Thomaz Bellucci,false,$1.547,Tommy Robredo,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,30.0,cluster_4
36.0,33.0,Fabio Fognini,false,$2.662,Tommy Robredo,Aug 12 2013,Umag,F,31.0,cluster_3
61.0,38.0,Guillaume Rufin,false,$1.420,Tommy Robredo,Aug 18 2013,Winston-Salem,R32,27.0,cluster_1
72.0,48.0,Tomas Berdych,false,$4.996,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,28.0,cluster_2
63.0,38.0,Roger Federer,false,$15.130,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 16,22.0,cluster_1
57.0,34.0,Daniel Evans,false,$1.291,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 32,23.0,cluster_1
52.0,29.0,Frank Dancevic,false,$1.311,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 64,24.0,cluster_3
55.0,38.0,Marinko Matosevic,false,$1.681,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 128,25.0,cluster_1
69.0,37.0,Gael Monfils,false,$2.523,Gael Monfils,Aug 26 2013,Winston-Salem,R16,26.0,cluster_0
76.0,56.0,Rafael Nadal,false,$15.130,Rafael Nadal,Sep 30 2013,US Open Slam,Quarter Final,21.0,cluster_2
67.0,42.0,Fabio Fognini,false,$1.691,Fabio Fognini,Dec 28 2013,ATP World Tour Masters 1000 Shanghai,R32,18.0,cluster_0
51.0,20.0,Albert Montanes,false,$1.176,Tommy Robredo,Dec 28 2013,ATP World Tour Masters 1000 Shanghai,R64,19.0,cluster_3
59.0,46.0,Fabio Fognini,false,$1.467,Fabio Fognini,Dec 28 2013,Beijing,R32,20.0,cluster_1
73.0,37.0,Stan Wawrinka,false,$3.191,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,14.0,cluster_0
64.0,35.0,Richard Gasquet,false,$2.579,Tommy Robredo,Jan 13 2014,Australian Open Slam,Round of 32,15.0,cluster_1
61.0,30.0,Julien Benneteau,false,$1.900,Tommy Robredo,Jan 13 2014,Australian Open Slam,Round of 64,16.0,cluster_4
61.0,27.0,Lukas Rosol,false,$1.922,Tommy Robredo,Jan 13 2014,Australian Open Slam,Round of 128,17.0,cluster_4
76.0,32.0,Leonardo Mayer,false,$1.439,Leonardo Mayer,Feb 3 2014,Vina del Mar,R16,13.0,cluster_0
59.0,40.0,Fabio Fognini,false,$2.289,Fabio Fognini,Feb 10 2014,Buenos Aires,S,9.0,cluster_1
42.0,11.0,Robin Haase,false,$1.513,Tommy Robredo,Feb 10 2014,Buenos Aires,Q,10.0,cluster_3
62.0,23.0,Guido Pella,false,$1.268,Tommy Robredo,Feb 10 2014,Buenos Aires,R16,11.0,cluster_4
55.0,36.0,Pablo Carreno Busta,false,$1.333,Tommy Robredo,Feb 10 2014,Buenos Aires,R32,12.0,cluster_1
66.0,58.0,Pablo Andujar,false,$1.343,Pablo Andujar,Feb 17 2014,Rio de Janeiro,Q,6.0,cluster_2
43.0,23.0,Dusan Lajovic,false,$1.165,Tommy Robredo,Feb 17 2014,Rio de Janeiro,R16,7.0,cluster_3
65.0,25.0,Pablo Carreno Busta,false,$1.292,Tommy Robredo,Feb 17 2014,Rio de Janeiro,R32,8.0,cluster_4
73.0,41.0,Marin Cilic,false,$3.689,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,4.0,cluster_0
67.0,33.0,Marinko Matosevic,false,$1.550,Tommy Robredo,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,5.0,cluster_0
76.0,36.0,Novak Djokovic,false,$14.508,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,1.0,cluster_0
58.0,36.0,Julien Benneteau,false,$1.661,Tommy Robredo,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,2.0,cluster_1
60.0,34.0,Dominic Thiem,false,$1.786,Tommy Robredo,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,3.0,cluster_1
