p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
61.0,28.0,Marcel Granollers,false,$1.209,Marin Cilic,Jan 6 2014,Australian Open Slam,Round of 128,22.0,cluster_1
71.0,38.0,Denis Istomin,false,$1.464,Denis Istomin,Jan 6 2014,Sydney,R16,23.0,cluster_3
62.0,18.0,Mate Delic,false,$1.041,Marin Cilic,Jan 13 2014,Zagreb,R32,20.0,cluster_2
59.0,44.0,Gilles Simon,false,$1.275,Gilles Simon,Jan 13 2014,Australian Open Slam,Round of 64,21.0,cluster_0
48.0,28.0,Lukas Rosol,false,$1.207,Marin Cilic,Feb 3 2014,Rotterdam,R32,15.0,cluster_4
58.0,33.0,Tommy Haas,false,$1.530,Marin Cilic,Feb 3 2014,Zagreb,F,16.0,cluster_1
51.0,36.0,Bjorn Phau,false,$1.134,Marin Cilic,Feb 3 2014,Zagreb,S,17.0,cluster_4
60.0,35.0,Ivan Dodig,false,$1.598,Marin Cilic,Feb 3 2014,Zagreb,Q,18.0,cluster_1
56.0,30.0,Dusan Lajovic,false,$1.103,Marin Cilic,Feb 3 2014,Zagreb,R16,19.0,cluster_1
45.0,26.0,Benjamin Becker,false,$1.208,Marin Cilic,Feb 10 2014,Delray Beach,R32,10.0,cluster_4
76.0,40.0,Tomas Berdych,false,$2.962,Tomas Berdych,Feb 10 2014,Rotterdam,F,11.0,cluster_3
59.0,29.0,Igor Sijsling,false,$1.357,Marin Cilic,Feb 10 2014,Rotterdam,S,12.0,cluster_1
70.0,27.0,Andy Murray,false,$2.752,Marin Cilic,Feb 10 2014,Rotterdam,Q,13.0,cluster_3
66.0,20.0,Jo-Wilfried Tsonga,false,$2.619,Marin Cilic,Feb 10 2014,Rotterdam,R16,14.0,cluster_2
44.0,29.0,Paolo Lorenzi,false,$1.126,Marin Cilic,Feb 17 2014,ATP World Tour Masters 1000 Indian Wells,R64,5.0,cluster_4
61.0,34.0,Kevin Anderson,false,$1.357,Marin Cilic,Feb 17 2014,Delray Beach,F,6.0,cluster_1
61.0,25.0,John Isner,false,$1.470,Marin Cilic,Feb 17 2014,Delray Beach,S,7.0,cluster_2
42.0,42.0,Teymuraz Gabashvili,false,$1.119,Marin Cilic,Feb 17 2014,Delray Beach,Q,8.0,cluster_4
64.0,22.0,Ryan Harrison,false,$1.192,Marin Cilic,Feb 17 2014,Delray Beach,R16,9.0,cluster_2
79.0,41.0,Edouard Roger-Vasselin,false,$1.189,Edouard Roger-Vasselin,Mar 3 2014,ATP World Tour Masters 1000 Miami,R64,2.0,cluster_3
65.0,35.0,Novak Djokovic,false,$5.489,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,3.0,cluster_1
58.0,26.0,Tommy Robredo,false,$1.341,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,4.0,cluster_2
51.0,35.0,Marinko Matosevic,false,$1.105,Marin Cilic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,1.0,cluster_4
64.0,40.0,Viktor Troicki,false,$1.279,Viktor Troicki,May 21 2014,French Open Slam,Round of 32,36.0,cluster_0
