date,odds,matchStatsUrl,opponent
May 21 2014,$1.388,http://www.tennisinsight.com/match_stats_popup.php?matchID=185934112,Stephane Robert
May 12 2014,$3.323,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=3&p=T786,Jo-Wilfried Tsonga
May 12 2014,$1.209,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=2&p=A678,Vasek Pospisil
May 5 2014,$5.459,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=3&p=BA47,Tomas Berdych
May 5 2014,$1.681,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=2&p=A678,Radek Stepanek
Apr 13 2014,$2.760,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=2&p=MC65,Gael Monfils
Apr 7 2014,$1.351,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=360&y=2014&r=4&p=H528,Victor Hanescu
Jun 24 2013,$1.149,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604207,Michal Przysiezny
Jun 24 2013,$1.156,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604113,Olivier Rochus
Mar 17 2014,$2.087,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=3&p=G628,Richard Gasquet
Mar 17 2014,$1.135,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=2&p=A678,Horacio Zeballos
Jun 17 2013,$1.634,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=741&y=2013&r=3&p=B747,Julien Benneteau
Jun 10 2013,$6.153,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224406,David Ferrer
Mar 3 2014,$5.209,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=5&p=F324,Roger Federer
Mar 3 2014,$4.426,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=4&p=A678,Stan Wawrinka
Mar 3 2014,$1.226,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=3&p=A678,Evgeny Donskoy
Jun 10 2013,$2.337,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224311,Milos Raonic
Jun 10 2013,$1.107,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224222,Evgeny Donskoy
Mar 3 2014,$1.376,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=2&p=A678,Lleyton Hewitt
Jun 10 2013,$1.061,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224144,Illya Marchenko
Jun 10 2013,$3.814,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=4&p=BA47,Tomas Berdych
Feb 24 2014,$2.915,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=807&y=2014&r=7&p=D875,Grigor Dimitrov
Feb 24 2014,$2.752,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=807&y=2014&r=6&p=A678,Alexandr Dolgopolov
May 12 2013,$2.757,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=3&p=A678,Marin Cilic
Feb 24 2014,$3.555,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=807&y=2014&r=5&p=A678,David Ferrer
Feb 24 2014,$1.527,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=807&y=2014&r=4&p=A678,Sam Querrey
May 12 2013,$1.332,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=2&p=A678,Jurgen Melzer
May 12 2013,$3.510,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=4&p=BA47,Tomas Berdych
May 5 2013,$2.760,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=3&p=A678,Juan Monaco
Feb 24 2014,$1.313,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=807&y=2014&r=3&p=A678,Stephane Robert
Feb 17 2014,$3.571,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2014&r=7&p=C977,Marin Cilic
May 5 2013,$1.252,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=2&p=A678,Jesse Levine
Feb 17 2014,$1.621,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2014&r=6&p=A678,Steve Johnson
Feb 17 2014,$1.521,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2014&r=5&p=A678,Marinko Matosevic
May 5 2013,$3.487,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=3&p=C977,Marin Cilic
Apr 15 2013,$1.752,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=2&p=A678,Jerzy Janowicz
Apr 15 2013,$1.761,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=360&y=2013&r=7&p=R419,Tommy Robredo
Feb 17 2014,$1.611,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2014&r=4&p=A678,Ivo Karlovic
Feb 17 2014,$1.372,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2014&r=3&p=A678,Tim Smyczek
