player1,player2,winner,date,tournament,t_round,p1odds,p2odds,p1spw,p2spw,p1_spwcount,p2_spwcount
Mikhail Youzhny,Tommy Haas,Tommy Haas,May 27 2013,French Open Slam,Round of 16,$2.135,$1.823,-1.37,1.28,9,7
Kevin Anderson,David Ferrer,David Ferrer,Jun 10 2013,French Open Slam,Round of 16,$6.153,$1.170,-0.61,3,3,13
Kevin Anderson,Milos Raonic,Kevin Anderson,Jun 10 2013,French Open Slam,Round of 32,$2.337,$1.698,0.58,-0.69,3,7
Kevin Anderson,Tomas Berdych,Tomas Berdych,Jun 10 2013,ATP World Tour Masters 1000 Rome,R16,$3.814,$1.325,-1.12,1.09,5,19
Tomas Berdych,Gael Monfils,Gael Monfils,Jun 10 2013,French Open Slam,Round of 128,$1.252,$4.580,1.13,0.96,18,10
Marin Cilic,Lleyton Hewitt,Marin Cilic,Jun 10 2013,London / Queen's Club,S,$1.713,$2.308,0.76,-0.5,7,5
Marin Cilic,Tomas Berdych,Marin Cilic,Jun 10 2013,London / Queen's Club,Q,$3.326,$1.396,-0.65,1.12,11,17
Juan Martin Del Potro,Lleyton Hewitt,Lleyton Hewitt,Jun 10 2013,London / Queen's Club,Q,$1.431,$3.141,0,1.32,0,14
Grigor Dimitrov,Lleyton Hewitt,Lleyton Hewitt,Jun 10 2013,London / Queen's Club,R32,$1.484,$2.912,-0.5,1.41,4,16
Roger Federer,Mikhail Youzhny,Roger Federer,Jun 10 2013,Halle,F,$1.153,$6.678,0.68,-0.2,4,8
Roger Federer,Tommy Haas,Roger Federer,Jun 10 2013,Halle,S,$1.367,$3.501,0.79,0.81,5,16
Richard Gasquet,Mikhail Youzhny,Mikhail Youzhny,Jun 10 2013,Halle,S,$1.559,$2.662,-0.87,1.77,7,11
Ernests Gulbis,Tommy Haas,Tommy Haas,Jun 10 2013,Halle,R16,$2.860,$1.498,-1.16,1.28,14,8
Tommy Haas,Roger Federer,Roger Federer,Jun 10 2013,Halle,S,$3.501,$1.367,0.81,0.79,16,5
Tommy Haas,Gael Monfils,Tommy Haas,Jun 10 2013,Halle,Q,$1.426,$3.166,1.18,-0.46,7,6
Tommy Haas,Ernests Gulbis,Tommy Haas,Jun 10 2013,Halle,R16,$1.498,$2.860,1.28,-1.16,8,14
Lleyton Hewitt,Marin Cilic,Marin Cilic,Jun 10 2013,London / Queen's Club,S,$2.308,$1.713,-0.5,0.76,5,7
Lleyton Hewitt,Juan Martin Del Potro,Lleyton Hewitt,Jun 10 2013,London / Queen's Club,Q,$3.141,$1.431,1.32,0,14,0
Lleyton Hewitt,Grigor Dimitrov,Lleyton Hewitt,Jun 10 2013,London / Queen's Club,R32,$2.912,$1.484,1.41,-0.5,16,4
Gael Monfils,Milos Raonic,Gael Monfils,Jun 10 2013,Halle,R32,$2.730,$1.510,0.81,-0.55,9,6
Kei Nishikori,Mikhail Youzhny,Mikhail Youzhny,Jun 10 2013,Halle,R16,$1.691,$2.350,0.01,-0.24,4,10
Milos Raonic,Gael Monfils,Gael Monfils,Jun 10 2013,Halle,R32,$1.510,$2.730,-0.55,0.81,6,9
Mikhail Youzhny,Roger Federer,Roger Federer,Jun 10 2013,Halle,F,$6.678,$1.153,-0.2,0.68,8,4
Mikhail Youzhny,Richard Gasquet,Mikhail Youzhny,Jun 10 2013,Halle,S,$2.662,$1.559,1.77,-0.87,11,7
Mikhail Youzhny,Kei Nishikori,Mikhail Youzhny,Jun 10 2013,Halle,R16,$2.350,$1.691,-0.24,0.01,10,4
Jeremy Chardy,Stan Wawrinka,Stan Wawrinka,Jun 16 2013,s-Hertogenbosch,Q,$3.106,$1.439,-0.2,0.61,1,6
Stan Wawrinka,Jeremy Chardy,Stan Wawrinka,Jun 16 2013,s-Hertogenbosch,Q,$1.439,$3.106,0.61,-0.2,6,1
Tomas Berdych,Kevin Anderson,Tomas Berdych,Jun 24 2013,Wimbledon Slam,Round of 32,$1.208,$5.287,-0.71,0.01,8,24
Tomas Berdych,Marin Cilic,Marin Cilic,Jun 24 2013,London / Queen's Club,Q,$1.396,$3.326,1.12,-0.65,17,11
Juan Martin del Potro,Novak Djokovic,Novak Djokovic,Jun 24 2013,Wimbledon Slam,Semi Final,$6.625,$1.155,-1.38,-0.06,17,12
Juan Martin del Potro,David Ferrer,Juan Martin del Potro,Jun 24 2013,Wimbledon Slam,Quarter Final,$2.135,$1.823,2.2,-0.75,26,11
Juan Martin del Potro,Andreas Seppi,Juan Martin del Potro,Jun 24 2013,Wimbledon Slam,Round of 16,$1.283,$4.205,2.36,-0.71,27,18
Novak Djokovic,Juan Martin del Potro,Novak Djokovic,Jun 24 2013,Wimbledon Slam,Semi Final,$1.155,$6.625,-0.06,-1.38,12,17
Novak Djokovic,Tomas Berdych,Novak Djokovic,Jun 24 2013,Wimbledon Slam,Quarter Final,$1.121,$8.023,1.81,-0.61,13,7
Novak Djokovic,Tommy Haas,Novak Djokovic,Jun 24 2013,Wimbledon Slam,Round of 16,$1.141,$7.120,2.28,-1.34,16,9
David Ferrer,Juan Martin del Potro,Juan Martin del Potro,Jun 24 2013,Wimbledon Slam,Quarter Final,$1.823,$2.135,-0.75,2.2,11,26
Ernests Gulbis,Fernando Verdasco,Fernando Verdasco,Jun 24 2013,Wimbledon Slam,Round of 32,$1.644,$2.447,-0.99,1.69,13,13
Ernests Gulbis,Jo-Wilfried Tsonga,Ernests Gulbis,Jun 24 2013,Wimbledon Slam,Round of 64,$4.533,$1.256,1.11,0,17,0
Tommy Haas,Novak Djokovic,Novak Djokovic,Jun 24 2013,Wimbledon Slam,Round of 16,$7.120,$1.141,-1.34,2.28,9,16
Lleyton Hewitt,Stan Wawrinka,Lleyton Hewitt,Jun 24 2013,Wimbledon Slam,Round of 128,$2.380,$1.676,1.26,-0.11,13,6
Kei Nishikori,Andreas Seppi,Andreas Seppi,Jun 24 2013,Wimbledon Slam,Round of 32,$1.373,$3.467,0.24,1.46,5,12
Andreas Seppi,Juan Martin del Potro,Juan Martin del Potro,Jun 24 2013,Wimbledon Slam,Round of 16,$4.205,$1.283,-0.71,2.36,18,27
Andreas Seppi,Kei Nishikori,Andreas Seppi,Jun 24 2013,Wimbledon Slam,Round of 32,$3.467,$1.373,1.46,0.24,12,5
Jo-Wilfried Tsonga,Ernests Gulbis,Ernests Gulbis,Jun 24 2013,Wimbledon Slam,Round of 64,$1.256,$4.533,0,1.11,0,17
Fernando Verdasco,Ernests Gulbis,Fernando Verdasco,Jun 24 2013,Wimbledon Slam,Round of 32,$2.447,$1.644,1.69,-0.99,13,13
Stan Wawrinka,Lleyton Hewitt,Lleyton Hewitt,Jun 24 2013,Wimbledon Slam,Round of 128,$1.676,$2.380,-0.11,1.26,6,13
Tomas Berdych,Novak Djokovic,Novak Djokovic,Jul 8 2013,Wimbledon Slam,Quarter Final,$8.023,$1.121,-0.61,1.81,7,13
Grigor Dimitrov,Fernando Verdasco,Fernando Verdasco,Jul 8 2013,Bastad,S,$2.178,$1.792,-0.09,1.25,10,10
Ernests Gulbis,Tommy Haas,Tommy Haas,Jul 8 2013,Stuttgart,R16,$2.394,$1.669,-0.91,0.6,12,14
Tommy Haas,Ernests Gulbis,Tommy Haas,Jul 8 2013,Stuttgart,R16,$1.669,$2.394,0.6,-0.91,14,12
Lleyton Hewitt,John Isner,Lleyton Hewitt,Jul 8 2013,Newport,S,$2.188,$1.786,1,-1.03,11,7
John Isner,Lleyton Hewitt,Lleyton Hewitt,Jul 8 2013,Newport,S,$1.786,$2.188,-1.03,1,7,11
Fernando Verdasco,Grigor Dimitrov,Fernando Verdasco,Jul 8 2013,Bastad,S,$1.792,$2.178,1.25,-0.09,10,10
Fernando Verdasco,Nicolas Almagro,Fernando Verdasco,Jul 8 2013,Bastad,Q,$2.289,$1.724,0.3,-1.02,8,15
Nicolas Almagro,Fernando Verdasco,Fernando Verdasco,Jul 15 2013,Bastad,Q,$1.724,$2.289,-1.02,0.3,15,8
Kevin Anderson,Tomas Berdych,Tomas Berdych,Jul 15 2013,Wimbledon Slam,Round of 32,$5.287,$1.208,0.01,-0.71,24,8
Gael Monfils,Tommy Haas,Tommy Haas,Jul 15 2013,Halle,Q,$3.166,$1.426,-0.46,1.18,6,7
Lleyton Hewitt,John Isner,John Isner,Jul 22 2013,Atlanta,S,$2.144,$1.816,-0.18,0.47,5,9
John Isner,Kevin Anderson,John Isner,Jul 22 2013,Atlanta,F,$1.995,$1.939,-0.39,0.33,4,9
John Isner,Lleyton Hewitt,John Isner,Jul 22 2013,Atlanta,S,$1.816,$2.144,0.47,-0.18,9,5
Tommy Robredo,Andreas Seppi,Tommy Robredo,Jul 22 2013,Umag,S,$1.592,$2.571,0.85,-0.7,14,17
Andreas Seppi,Tommy Robredo,Tommy Robredo,Jul 22 2013,Umag,S,$2.571,$1.592,-0.7,0.85,17,14
Kevin Anderson,John Isner,John Isner,Jul 29 2013,Atlanta,F,$1.939,$1.995,0.33,-0.39,9,4
Juan Martin Del Potro,John Isner,Juan Martin Del Potro,Jul 29 2013,Washington,F,$1.307,$3.974,1.91,-0.9,24,6
Juan Martin Del Potro,Tommy Haas,Juan Martin Del Potro,Jul 29 2013,Washington,S,$1.279,$4.247,-0.11,-0.01,11,11
Juan Martin Del Potro,Kevin Anderson,Juan Martin Del Potro,Jul 29 2013,Washington,Q,$1.315,$3.902,2.06,-2.09,25,11
Grigor Dimitrov,Tommy Haas,Tommy Haas,Jul 29 2013,Washington,Q,$1.958,$1.976,0.08,0.57,12,13
Tommy Haas,Grigor Dimitrov,Tommy Haas,Jul 29 2013,Washington,Q,$1.976,$1.958,0.57,0.08,13,12
Kevin Anderson,Juan Martin Del Potro,Juan Martin Del Potro,Aug 5 2013,Washington,Q,$3.902,$1.315,-2.09,2.06,11,25
Jeremy Chardy,Milos Raonic,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R64,$4.330,$1.272,-0.15,0.23,22,5
Juan Martin Del Potro,Milos Raonic,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$1.657,$2.418,0.03,0,10,0
Novak Djokovic,Rafael Nadal,Rafael Nadal,Aug 5 2013,ATP World Tour Masters 1000 Canada,S,$1.453,$3.042,-0.09,1.34,10,16
Richard Gasquet,Kei Nishikori,Richard Gasquet,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$1.639,$2.457,1.03,0.13,15,1
Ernests Gulbis,Mikhail Youzhny,Mikhail Youzhny,Aug 5 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.623,$2.494,-0.84,1,10,5
Ernests Gulbis,Milos Raonic,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,Q,$2.357,$1.687,-0.91,0.07,11,1
Tommy Haas,Juan Martin Del Potro,Juan Martin Del Potro,Aug 5 2013,Washington,S,$4.247,$1.279,-0.01,-0.11,11,11
John Isner,Juan Martin Del Potro,Juan Martin Del Potro,Aug 5 2013,Washington,F,$3.974,$1.307,-0.9,1.91,6,24
Rafael Nadal,Novak Djokovic,Rafael Nadal,Aug 5 2013,ATP World Tour Masters 1000 Canada,S,$3.042,$1.453,1.34,-0.09,16,10
Kei Nishikori,Richard Gasquet,Richard Gasquet,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$2.457,$1.639,0.13,1.03,1,15
Kei Nishikori,Andreas Seppi,Kei Nishikori,Aug 5 2013,ATP World Tour Masters 1000 Canada,R32,$1.535,$2.737,0.14,-0.61,2,16
Milos Raonic,Ernests Gulbis,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,Q,$1.687,$2.357,0.07,-0.91,1,11
Milos Raonic,Juan Martin Del Potro,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R16,$2.418,$1.657,0,0.03,0,10
Milos Raonic,Jeremy Chardy,Milos Raonic,Aug 5 2013,ATP World Tour Masters 1000 Canada,R64,$1.272,$4.330,0.23,-0.15,5,22
Andreas Seppi,Kei Nishikori,Kei Nishikori,Aug 5 2013,ATP World Tour Masters 1000 Canada,R32,$2.737,$1.535,-0.61,0.14,16,2
Juan Martin Del Potro,John Isner,John Isner,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,S,$1.472,$2.962,-1.24,0.44,15,7
Grigor Dimitrov,Rafael Nadal,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,$6.217,$1.168,-0.06,1.29,7,15
Grigor Dimitrov,Nicolas Almagro,Grigor Dimitrov,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$2.086,$1.860,-0.09,-0.88,8,12
Novak Djokovic,John Isner,John Isner,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,$1.128,$7.668,-0.07,0.55,8,11
Roger Federer,Rafael Nadal,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,$3.874,$1.318,-0.02,1.23,1,14
Roger Federer,Tommy Haas,Roger Federer,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,$1.423,$3.184,0.09,-0.02,2,10
Tommy Haas,Kevin Anderson,Tommy Haas,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.930,$2.004,0.62,0.37,3,7
Rafael Nadal,John Isner,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,F,$1.234,$4.835,1.45,-0.32,8,3
Rafael Nadal,Tomas Berdych,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,S,$1.343,$3.668,1.54,-0.52,9,6
Rafael Nadal,Roger Federer,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,$1.318,$3.874,1.23,-0.02,14,1
Rafael Nadal,Grigor Dimitrov,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,$1.168,$6.217,1.29,-0.06,15,7
Milos Raonic,John Isner,John Isner,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,$2.289,$1.724,0,0.64,0,12
Tommy Robredo,Stan Wawrinka,Tommy Robredo,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,$3.178,$1.424,0.8,-0.01,13,2
Andreas Seppi,Stan Wawrinka,Stan Wawrinka,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$3.219,$1.416,-0.65,0.3,4,3
Stan Wawrinka,Tommy Robredo,Tommy Robredo,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,$1.424,$3.178,-0.01,0.8,2,13
Stan Wawrinka,Andreas Seppi,Stan Wawrinka,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.416,$3.219,0.3,-0.65,3,4
Mikhail Youzhny,Ernests Gulbis,Mikhail Youzhny,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,$2.494,$1.623,1,-0.84,5,10
Tomas Berdych,Rafael Nadal,Rafael Nadal,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,S,$3.668,$1.343,-0.52,1.54,6,9
Tomas Berdych,Tommy Robredo,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,$1.224,$4.996,1.3,-0.49,7,4
John Isner,Rafael Nadal,Rafael Nadal,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,F,$4.835,$1.234,-0.32,1.45,3,8
John Isner,Juan Martin Del Potro,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,S,$2.962,$1.472,0.44,-1.24,7,15
John Isner,Novak Djokovic,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,Q,$7.668,$1.128,0.55,-0.07,11,8
John Isner,Milos Raonic,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,$1.724,$2.289,0.64,0,12,0
John Isner,Richard Gasquet,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R32,$2.057,$1.884,0.74,-0.81,13,6
Gael Monfils,Tommy Robredo,Gael Monfils,Aug 18 2013,Winston-Salem,R16,$1.611,$2.523,0.61,-0.66,7,8
Tommy Robredo,Tomas Berdych,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,$4.996,$1.224,-0.49,1.3,4,7
Fernando Verdasco,Gael Monfils,Gael Monfils,Aug 18 2013,Winston-Salem,Q,$2.337,$1.698,-0.34,0.48,9,6
Nicolas Almagro,Grigor Dimitrov,Grigor Dimitrov,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,$1.860,$2.086,-0.88,-0.09,12,8
Kevin Anderson,Tommy Haas,Tommy Haas,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,$2.004,$1.930,0.37,0.62,7,3
Tomas Berdych,Stan Wawrinka,Stan Wawrinka,Aug 26 2013,US Open Slam,Round of 16,$1.373,$3.467,-0.46,0.19,5,3
Juan Martin del Potro,Lleyton Hewitt,Lleyton Hewitt,Aug 26 2013,US Open Slam,Round of 64,$1.114,$8.377,0.03,0.71,7,7
Novak Djokovic,Rafael Nadal,Rafael Nadal,Aug 26 2013,US Open Slam,Final,$2.236,$1.755,-0.04,0.8,3,9
Novak Djokovic,Stan Wawrinka,Novak Djokovic,Aug 26 2013,US Open Slam,Semi Final,$1.220,$5.170,-0.11,-0.23,4,10
Novak Djokovic,Mikhail Youzhny,Novak Djokovic,Aug 26 2013,US Open Slam,Quarter Final,$1.040,$17.000,0.91,-0.96,5,6
Roger Federer,Tommy Robredo,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 16,$1.052,$15.130,0.08,0.64,1,9
David Ferrer,Richard Gasquet,Richard Gasquet,Aug 26 2013,US Open Slam,Quarter Final,$1.421,$3.194,-0.4,0.76,7,10
Richard Gasquet,David Ferrer,Richard Gasquet,Aug 26 2013,US Open Slam,Quarter Final,$3.194,$1.421,0.76,-0.4,10,7
Richard Gasquet,Milos Raonic,Richard Gasquet,Aug 26 2013,US Open Slam,Round of 16,$2.197,$1.780,0.78,0.83,11,18
Richard Gasquet,John Isner,John Isner,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R32,$1.884,$2.057,-0.81,0.74,6,13
Tommy Haas,Roger Federer,Roger Federer,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R16,$3.184,$1.423,-0.02,0.09,10,2
Lleyton Hewitt,Mikhail Youzhny,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 16,$2.567,$1.594,0.01,-0.06,5,4
Lleyton Hewitt,Juan Martin del Potro,Lleyton Hewitt,Aug 26 2013,US Open Slam,Round of 64,$8.377,$1.114,0.71,0.03,7,7
John Isner,Gael Monfils,John Isner,Aug 26 2013,US Open Slam,Round of 64,$1.424,$3.178,0.52,-0.3,10,4
Gael Monfils,Fernando Verdasco,Gael Monfils,Aug 26 2013,Winston-Salem,Q,$1.698,$2.337,0.48,-0.34,6,9
Rafael Nadal,Novak Djokovic,Rafael Nadal,Aug 26 2013,US Open Slam,Final,$1.755,$2.236,0.8,-0.04,9,3
Rafael Nadal,Richard Gasquet,Rafael Nadal,Aug 26 2013,US Open Slam,Semi Final,$1.070,$12.500,0.87,-0.72,10,5
Milos Raonic,Richard Gasquet,Richard Gasquet,Aug 26 2013,US Open Slam,Round of 16,$1.780,$2.197,0.83,0.78,18,11
Tommy Robredo,Roger Federer,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 16,$15.130,$1.052,0.64,0.08,9,1
Tommy Robredo,Gael Monfils,Gael Monfils,Aug 26 2013,Winston-Salem,R16,$2.523,$1.611,-0.66,0.61,8,7
Stan Wawrinka,Tomas Berdych,Stan Wawrinka,Aug 26 2013,US Open Slam,Round of 16,$3.467,$1.373,0.19,-0.46,3,5
Stan Wawrinka,Novak Djokovic,Novak Djokovic,Aug 26 2013,US Open Slam,Semi Final,$5.170,$1.220,-0.23,-0.11,10,4
Mikhail Youzhny,Lleyton Hewitt,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 16,$1.594,$2.567,-0.06,0.01,4,5
Mikhail Youzhny,Tommy Haas,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 32,$2.762,$1.527,0.98,-0.02,7,8
Novak Djokovic,Milos Raonic,Novak Djokovic,Sep 13 2013,Davis Cup,Reverse Singles,$1.059,$13.683,0.5,-1.83,4,17
Milos Raonic,Novak Djokovic,Novak Djokovic,Sep 13 2013,Davis Cup,Reverse Singles,$13.683,$1.059,-1.83,0.5,17,4
Mikhail Youzhny,Novak Djokovic,Novak Djokovic,Sep 16 2013,US Open Slam,Quarter Final,$17.000,$1.040,-0.96,0.91,6,5
Richard Gasquet,Mikhail Youzhny,Richard Gasquet,Sep 23 2013,Bangkok,Q,$1.680,$2.370,1.1,-0.69,6,4
Richard Gasquet,Rafael Nadal,Rafael Nadal,Sep 23 2013,US Open Slam,Semi Final,$12.500,$1.070,-0.72,0.87,5,10
Milos Raonic,Richard Gasquet,Milos Raonic,Sep 23 2013,Bangkok,S,$2.067,$1.875,-1.73,0.92,16,6
Nicolas Almagro,Kei Nishikori,Nicolas Almagro,Sep 30 2013,Tokyo,Q,$2.691,$1.550,2.11,0.87,22,14
Juan Martin Del Potro,Milos Raonic,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,$1.724,$2.289,-1.16,0.44,14,11
Juan Martin Del Potro,Nicolas Almagro,Juan Martin Del Potro,Sep 30 2013,Tokyo,S,$1.300,$4.033,1.17,-0.28,16,14
Novak Djokovic,Richard Gasquet,Novak Djokovic,Sep 30 2013,Beijing,S,$1.109,$8.672,0.12,-0.39,1,3
Novak Djokovic,Fernando Verdasco,Novak Djokovic,Sep 30 2013,Beijing,R16,$1.054,$14.612,0.42,-0.21,3,7
David Ferrer,Richard Gasquet,Richard Gasquet,Sep 30 2013,Beijing,Q,$1.976,$1.958,-0.3,0.51,4,7
Richard Gasquet,David Ferrer,Richard Gasquet,Sep 30 2013,Beijing,Q,$1.958,$1.976,0.51,-0.3,7,4
Richard Gasquet,Milos Raonic,Milos Raonic,Sep 30 2013,Bangkok,S,$1.875,$2.067,0.92,-1.73,6,16
Tommy Haas,Mikhail Youzhny,Mikhail Youzhny,Sep 30 2013,US Open Slam,Round of 32,$1.527,$2.762,-0.02,0.98,8,7
Lleyton Hewitt,Tommy Haas,Lleyton Hewitt,Sep 30 2013,Beijing,R32,$2.579,$1.589,-0.04,0.01,4,7
Milos Raonic,Juan Martin Del Potro,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,$2.289,$1.724,0.44,-1.16,11,14
Andreas Seppi,Stan Wawrinka,Stan Wawrinka,Sep 30 2013,Beijing,R32,$5.132,$1.216,-0.47,1.77,12,19
Jo-Wilfried Tsonga,Gael Monfils,Jo-Wilfried Tsonga,Sep 30 2013,Tokyo,R32,$1.543,$2.712,0.59,-0.25,22,3
Stan Wawrinka,Andreas Seppi,Stan Wawrinka,Sep 30 2013,Beijing,R32,$1.216,$5.132,1.77,-0.47,19,12
Mikhail Youzhny,Richard Gasquet,Richard Gasquet,Sep 30 2013,Bangkok,Q,$2.370,$1.680,-0.69,1.1,4,6
Nicolas Almagro,Tomas Berdych,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$3.334,$1.395,-0.32,0.75,13,10
Nicolas Almagro,Jeremy Chardy,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.417,$3.212,1.54,-0.77,7,7
Nicolas Almagro,Juan Martin Del Potro,Juan Martin Del Potro,Oct 6 2013,Tokyo,S,$4.033,$1.300,-0.28,1.17,14,16
Tomas Berdych,Nicolas Almagro,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$1.395,$3.334,0.75,-0.32,10,13
Jeremy Chardy,Nicolas Almagro,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$3.212,$1.417,-0.77,1.54,7,7
Juan Martin Del Potro,Novak Djokovic,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,F,$3.431,$1.378,-0.9,3.03,12,21
Juan Martin Del Potro,Rafael Nadal,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,$3.814,$1.325,1.48,-0.13,8,1
Juan Martin Del Potro,Nicolas Almagro,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,$1.459,$3.014,1.47,-0.16,6,12
Grigor Dimitrov,Kei Nishikori,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,$2.269,$1.735,-0.19,2.65,2,13
Novak Djokovic,Gael Monfils,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,$1.093,$9.817,3.14,-0.16,22,2
Roger Federer,Andreas Seppi,Roger Federer,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.182,$5.857,0,-0.41,0,11
Richard Gasquet,Novak Djokovic,Novak Djokovic,Oct 6 2013,Beijing,S,$8.672,$1.109,-0.39,0.12,3,1
Tommy Haas,Lleyton Hewitt,Lleyton Hewitt,Oct 6 2013,Beijing,R32,$1.589,$2.579,0.01,-0.04,7,4
Lleyton Hewitt,Andreas Seppi,Andreas Seppi,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,$1.636,$2.465,-0.25,1.03,3,8
Rafael Nadal,Juan Martin Del Potro,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,$1.325,$3.814,-0.13,1.48,1,8
Rafael Nadal,Stan Wawrinka,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,$1.206,$5.327,0.35,-1.14,2,10
Kei Nishikori,Grigor Dimitrov,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,$1.735,$2.269,2.65,-0.19,13,2
Kei Nishikori,Nicolas Almagro,Nicolas Almagro,Oct 6 2013,Tokyo,Q,$1.550,$2.691,0.87,2.11,14,22
Milos Raonic,Stan Wawrinka,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$1.875,$2.067,0.27,0.94,6,9
Milos Raonic,Fernando Verdasco,Milos Raonic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.466,$2.985,0.22,-0.22,7,6
Andreas Seppi,Roger Federer,Roger Federer,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$5.857,$1.182,-0.41,0,11,0
Andreas Seppi,Lleyton Hewitt,Andreas Seppi,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,$2.465,$1.636,1.03,-0.25,8,3
Jo-Wilfried Tsonga,Kei Nishikori,Jo-Wilfried Tsonga,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$1.671,$2.390,3.49,-1.7,22,11
Fernando Verdasco,Novak Djokovic,Novak Djokovic,Oct 6 2013,Beijing,R16,$14.612,$1.054,-0.21,0.42,7,3
Stan Wawrinka,Rafael Nadal,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,$5.327,$1.206,-1.14,0.35,10,2
Stan Wawrinka,Milos Raonic,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,$2.067,$1.875,0.94,0.27,9,6
Stan Wawrinka,Kevin Anderson,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,$1.397,$3.323,1.24,0.03,11,14
Kevin Anderson,Stan Wawrinka,Stan Wawrinka,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,$3.323,$1.397,0.03,1.24,14,11
Jeremy Chardy,Ernests Gulbis,Ernests Gulbis,Oct 14 2013,Stockholm,R32,$3.911,$1.313,-0.06,0.91,16,12
