date,odds,matchStatsUrl,opponent,tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Jan 13 2014,$1.052,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704149,Andrey Golubev,Australian Open Slam,Stan Wawrinka,Andrey Golubev,Stan Wawrinka,Round of 128,65,4,63,91,46,50,46,44,23,11,13,14,189,149,74,50,0,64,50,50,9,,50,8,15,6,12,174,148,50,26,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704149
Dec 30 2013,$1.221,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=7&p=W367,Edouard Roger-Vasselin,Chennai,Stan Wawrinka,Edouard Roger-Vasselin,Stan Wawrinka,F,96,5,55,71,71,33,71,37,,,,,,,71,43,1,68,66,36,28,,0,,,,,,,56,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=7&p=W367
Dec 30 2013,$1.255,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=6&p=W367,Vasek Pospisil,Chennai,Stan Wawrinka,Vasek Pospisil,Stan Wawrinka,S,111,4,56,74,43,28,43,50,,,,,,,61,37,3,57,71,50,25,,10,,,,,,,62,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=6&p=W367
May 27 2013,$12.872,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224502,Rafael Nadal,French Open Slam,Stan Wawrinka,Rafael Nadal,Rafael Nadal,Quarter Final,116,3,60,58,34,27,34,20,23,40,,,187,163,48,30,5,75,73,61,42,66,58,31,17,,,182,141,70,52,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224502
May 27 2013,$1.830,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224404,Richard Gasquet,French Open Slam,Stan Wawrinka,Richard Gasquet,Stan Wawrinka,Round of 16,256,13,63,73,64,26,64,20,92,55,,,184,156,70,36,10,60,74,49,27,,18,57,46,,,178,150,64,30,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224404
Dec 30 2013,$1.118,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=5&p=W367,Aljaz Bedene,Chennai,Stan Wawrinka,Aljaz Bedene,Stan Wawrinka,Q,66,4,59,62,45,60,45,63,,,,,,,55,61,3,44,39,37,37,,28,,,,,,,38,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=5&p=W367
Dec 30 2013,$1.200,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=4&p=W367,Benjamin Becker,Chennai,Stan Wawrinka,Benjamin Becker,Stan Wawrinka,R16,55,4,63,86,58,46,58,50,,,,,,,76,50,2,50,53,44,13,,0,,,,,,,49,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=891&y=2014&r=4&p=W367
Nov 4 2013,$5.658,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2013&r=6&p=D643,Novak Djokovic,Barclays ATP World Tour Finals,Stan Wawrinka,Novak Djokovic,Novak Djokovic,S,85,4,54,61,39,27,39,33,,,,,,,51,26,2,67,72,75,38,,40,,,,,,,73,48,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2013&r=6&p=D643
May 27 2013,$1.396,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224307,Jerzy Janowicz,French Open Slam,Stan Wawrinka,Jerzy Janowicz,Stan Wawrinka,Round of 32,162,9,58,77,62,28,62,36,48,29,,,189,159,71,39,6,61,73,44,23,,20,37,46,,,183,155,61,29,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224307
May 27 2013,$1.082,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224213,Horacio Zeballos,French Open Slam,Stan Wawrinka,Horacio Zeballos,Stan Wawrinka,Round of 64,121,19,66,80,55,28,55,50,50,33,,,189,161,71,40,4,62,72,41,20,,0,25,26,,,178,148,60,29,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224213
