p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
54.0,19.0,Alexandr Dolgopolov,$1.452,Grigor Dimitrov,Oct 21 2013,Basel,R16,Grigor Dimitrov,false,35.0,cluster_1
50.0,29.0,Radek Stepanek,$2.014,Grigor Dimitrov,Oct 21 2013,Basel,R32,Grigor Dimitrov,false,36.0,cluster_7
60.0,40.0,David Ferrer,$2.480,Grigor Dimitrov,Oct 14 2013,Stockholm,F,Grigor Dimitrov,false,37.0,cluster_6
58.0,32.0,Benoit Paire,$1.571,Grigor Dimitrov,Oct 14 2013,Stockholm,S,Grigor Dimitrov,false,38.0,cluster_7
56.0,16.0,Kenny De Schepper,$1.202,Grigor Dimitrov,Oct 14 2013,Stockholm,Q,Grigor Dimitrov,false,39.0,cluster_1
50.0,21.0,Jan-Lennard Struff,$1.215,Grigor Dimitrov,Oct 14 2013,Stockholm,R16,Grigor Dimitrov,false,40.0,cluster_1
57.0,33.0,Marius Copil,$1.421,Grigor Dimitrov,Oct 14 2013,Stockholm,R32,Grigor Dimitrov,false,41.0,cluster_7
70.0,41.0,Kei Nishikori,$2.269,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Grigor Dimitrov,false,42.0,cluster_3
77.0,43.0,Roberto Bautista Agut,$1.663,Roberto Bautista Agut,Sep 30 2013,Beijing,R32,Grigor Dimitrov,false,43.0,cluster_3
62.0,42.0,Joao Sousa,$1.072,Joao Sousa,Aug 26 2013,US Open Slam,Round of 128,Grigor Dimitrov,false,44.0,cluster_6
64.0,39.0,Rafael Nadal,$6.217,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,Grigor Dimitrov,false,45.0,cluster_6
47.0,28.0,Brian Baker,$1.262,Grigor Dimitrov,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Grigor Dimitrov,false,46.0,cluster_7
