tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Acapulco,David Ferrer,Feliciano Lopez,David Ferrer,R16,83,2,69,73,70,25,70,100,,,,,,,72,35,4,67,75,41,26,41,0,,,,,,,64,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=807&y=2014&r=4&p=F401
Acapulco,David Ferrer,Kevin Anderson,Kevin Anderson,Q,76,0,64,62,53,25,53,50,,,,,,,59,42,3,59,75,31,37,31,40,,,,,,,57,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=807&y=2014&r=5&p=A678
ATP World Tour Masters 1000 Miami,David Ferrer,Teymuraz Gabashvili,David Ferrer,R64,78,2,63,76,54,40,54,44,,,,,,,68,44,1,34,60,53,23,53,0,,,,,,,55,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=2&p=F401
ATP World Tour Masters 1000 Miami,David Ferrer,Andreas Seppi,David Ferrer,R32,70,1,50,75,70,41,70,50,,,,,,,72,50,2,50,58,41,25,41,100,,,,,,,50,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=3&p=F401
ATP World Tour Masters 1000 Miami,David Ferrer,Kei Nishikori,Kei Nishikori,R16,185,2,58,62,50,32,50,50,,,,,,,57,44,4,56,67,40,37,40,38,,,,,,,55,42,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=4&p=N552
ATP World Tour Masters 1000 Monte Carlo,David Ferrer,Jeremy Chardy,David Ferrer,R32,66,0,64,86,50,66,50,55,,,,,,,73,56,0,32,33,48,13,48,100,,,,,,,43,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=3&p=F401
ATP World Tour Masters 1000 Monte Carlo,David Ferrer,Grigor Dimitrov,David Ferrer,R16,96,0,62,58,63,40,63,38,,,,,,,60,48,1,50,60,42,41,42,50,,,,,,,51,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=4&p=F401
ATP World Tour Masters 1000 Monte Carlo,David Ferrer,Rafael Nadal,David Ferrer,Q,134,1,61,60,57,40,57,40,,,,,,,58,46,1,61,59,45,40,45,30,,,,,,,53,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=5&p=F401
ATP World Tour Masters 1000 Monte Carlo,David Ferrer,Stan Wawrinka,Stan Wawrinka,S,90,1,60,69,50,14,50,0,,,,,,,61,28,6,51,85,56,30,56,33,,,,,,,71,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=6&p=W367
Barcelona,David Ferrer,Teymuraz Gabashvili,Teymuraz Gabashvili,R32,81,0,61,59,35,33,35,12,,,,,,,50,36,1,50,66,59,40,59,50,,,,,,,63,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=3&p=G681
ATP World Tour Masters 1000 Madrid,David Ferrer,Albert Ramos,David Ferrer,R32,170,1,66,67,47,36,47,41,,,,,,,60,43,2,66,63,41,32,41,71,,,,,,,56,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=3&p=F401
ATP World Tour Masters 1000 Madrid,David Ferrer,John Isner,David Ferrer,R16,78,2,71,89,60,40,60,28,,,,,,,80,39,6,78,60,64,10,64,0,,,,,,,60,19,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=4&p=F401
ATP World Tour Masters 1000 Madrid,David Ferrer,Ernests Gulbis,David Ferrer,Q,101,1,65,72,64,26,64,40,,,,,,,69,36,5,63,73,45,27,45,100,,,,,,,63,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=5&p=F401
ATP World Tour Masters 1000 Madrid,David Ferrer,Kei Nishikori,Kei Nishikori,S,176,9,64,67,67,29,67,20,,,,,,,67,37,5,64,70,48,32,48,42,,,,,,,62,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=6&p=N552
ATP World Tour Masters 1000 Rome,David Ferrer,Mikhail Kukushkin,David Ferrer,R32,67,2,54,73,48,59,48,66,,,,,,,61,65,1,65,40,21,26,21,28,,,,,,,34,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=3&p=F401
ATP World Tour Masters 1000 Rome,David Ferrer,Ernests Gulbis,David Ferrer,R16,71,3,70,75,53,35,53,83,,,,,,,68,53,7,62,64,15,25,15,16,,,,,,,46,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=4&p=F401
ATP World Tour Masters 1000 Rome,David Ferrer,Novak Djokovic,Novak Djokovic,Q,152,2,64,64,51,31,51,50,,,,,,,59,37,3,61,68,54,35,54,33,,,,,,,62,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=5&p=D643
Australian Open Slam,David Ferrer,Alejandro Gonzalez,David Ferrer,Round of 128,125,2,53,64,54,43,54,67,33,30,18,22,175,146,59,53,2,68,57,25,36,25,71,22,41,11,21,186,142,47,41,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704148
Australian Open Slam,David Ferrer,Adrian Mannarino,David Ferrer,Round of 64,182,0,68,70,47,42,47,53,32,48,21,22,174,144,63,50,5,55,58,41,30,41,50,32,73,18,31,170,139,50,37,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704224
Australian Open Slam,David Ferrer,Jeremy Chardy,David Ferrer,Round of 32,132,2,72,70,71,31,71,45,22,24,10,12,173,144,70,45,8,58,69,36,30,36,33,30,51,17,27,197,162,55,30,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704312
Australian Open Slam,David Ferrer,Florian Mayer,David Ferrer,Round of 16,175,3,63,74,55,45,55,47,64,43,19,27,171,141,67,48,4,61,55,46,26,46,27,33,49,29,56,179,137,52,33,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704406
Australian Open Slam,David Ferrer,Tomas Berdych,Tomas Berdych,Quarter Final,184,2,61,64,50,22,50,25,30,46,12,13,167,141,58,39,10,52,78,44,36,44,38,43,62,18,28,194,151,61,42,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704503
